,DeviceTimeStamp,PFL1,PFL2,PFL3,Avg_PF,Sum_PF,FRQ,THDVL1,THDVL2,THDVL3,THDIL1,THDIL2,THDIL3,MDIL1,MDIL2,MDIL3
375,2019-06-27T13:49,1.0,1.0,1.0,1.0,-88.2,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
377,2019-06-27T13:50,1.0,1.0,1.0,1.0,-88.6,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
379,2019-06-27T13:51,1.0,1.0,1.0,1.0,-89.7,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
381,2019-06-27T13:51,1.0,1.0,1.0,1.0,-92.0,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
383,2019-06-27T13:52,1.0,1.0,1.0,1.0,-86.3,50.0,2.7,2.7,2.7,0.0,0.0,0.0,92.7,0.0,0.0
385,2019-06-27T13:52,1.0,1.0,1.0,1.0,-89.7,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
387,2019-06-27T13:53,1.0,1.0,1.0,1.0,-32.3,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
389,2019-06-27T13:54,1.0,1.0,1.0,1.0,-90.6,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
391,2019-06-27T13:54,1.0,1.0,1.0,1.0,-87.3,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
393,2019-06-27T13:55,1.0,1.0,1.0,1.0,-30.9,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
395,2019-06-27T13:56,1.0,1.0,1.0,1.0,-91.5,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
397,2019-06-27T13:56,1.0,1.0,1.0,1.0,-85.5,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
399,2019-06-27T13:57,1.0,1.0,1.0,1.0,-28.9,49.9,1.0,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
401,2019-06-27T13:58,1.0,1.0,1.0,1.0,-87.5,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
403,2019-06-27T13:58,1.0,1.0,1.0,1.0,-31.6,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
405,2019-06-27T13:59,1.0,1.0,1.0,1.0,-27.4,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
407,2019-06-27T14:00,1.0,1.0,1.0,1.0,-26.9,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
409,2019-06-27T14:01,1.0,1.0,1.0,1.0,-93.3,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
411,2019-06-27T14:01,1.0,1.0,1.0,1.0,-85.5,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
413,2019-06-27T14:02,1.0,1.0,1.0,1.0,-90.2,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
415,2019-06-27T14:02,1.0,1.0,1.0,1.0,-88.1,50.0,1.5,1.5,1.5,0.0,0.0,0.0,92.7,0.0,0.0
417,2019-06-27T14:03,1.0,1.0,1.0,1.0,-87.1,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
419,2019-06-27T14:04,1.0,1.0,1.0,1.0,-32.0,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
421,2019-06-27T14:04,1.0,1.0,1.0,1.0,-90.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
423,2019-06-27T14:05,1.0,1.0,1.0,1.0,-27.0,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
425,2019-06-27T14:06,1.0,1.0,1.0,1.0,-29.7,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
427,2019-06-27T14:06,1.0,1.0,1.0,1.0,-87.0,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
429,2019-06-27T14:07,1.0,1.0,1.0,1.0,-89.7,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
431,2019-06-27T14:08,1.0,1.0,1.0,1.0,-31.4,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
433,2019-06-27T14:09,1.0,1.0,1.0,1.0,-31.5,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
435,2019-06-27T14:09,1.0,1.0,1.0,1.0,-28.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
437,2019-06-27T14:10,1.0,1.0,1.0,1.0,-26.3,49.9,2.0,2.0,2.0,0.0,0.0,0.0,92.7,0.0,0.0
439,2019-06-27T14:10,1.0,1.0,1.0,1.0,-91.5,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
441,2019-06-27T14:11,1.0,1.0,1.0,1.0,-29.4,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
443,2019-06-27T14:12,1.0,1.0,1.0,1.0,-87.9,49.9,1.7,1.7,2.0,0.0,0.0,0.0,92.7,0.0,0.0
445,2019-06-27T14:13,1.0,1.0,1.0,1.0,-90.7,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
447,2019-06-27T14:13,1.0,1.0,1.0,1.0,-33.2,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
449,2019-06-27T14:14,1.0,1.0,1.0,1.0,-25.4,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
451,2019-06-27T14:14,1.0,1.0,1.0,1.0,-89.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
453,2019-06-27T14:15,1.0,1.0,1.0,1.0,-85.2,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
455,2019-06-27T14:16,1.0,1.0,1.0,1.0,-93.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
457,2019-06-27T14:17,1.0,1.0,1.0,1.0,-26.3,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
459,2019-06-27T14:17,1.0,1.0,1.0,1.0,-25.7,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
461,2019-06-27T14:18,1.0,1.0,1.0,1.0,-24.8,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
463,2019-06-27T14:19,1.0,1.0,1.0,1.0,-90.6,49.8,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
465,2019-06-27T14:19,1.0,1.0,1.0,1.0,-91.7,49.8,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
467,2019-06-27T14:20,1.0,1.0,1.0,1.0,-87.8,49.8,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
469,2019-06-27T14:20,1.0,1.0,1.0,1.0,-27.2,49.8,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
471,2019-06-27T14:21,1.0,1.0,1.0,1.0,-23.5,49.8,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
473,2019-06-27T14:22,1.0,1.0,1.0,1.0,-32.3,49.8,2.0,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
475,2019-06-27T14:22,1.0,1.0,1.0,1.0,-93.8,49.8,1.7,1.7,2.0,0.0,0.0,0.0,92.7,0.0,0.0
477,2019-06-27T14:23,1.0,1.0,1.0,1.0,-27.3,49.8,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
479,2019-06-27T14:24,1.0,1.0,1.0,1.0,-85.6,49.8,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
481,2019-06-27T14:25,1.0,1.0,1.0,1.0,-84.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
483,2019-06-27T14:26,1.0,1.0,1.0,1.0,-83.3,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
485,2019-06-27T14:27,1.0,1.0,1.0,1.0,-84.1,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
487,2019-06-27T14:27,1.0,1.0,1.0,1.0,-28.9,49.9,1.7,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
489,2019-06-27T14:28,1.0,1.0,1.0,1.0,-88.1,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
491,2019-06-27T14:28,1.0,1.0,1.0,1.0,-87.5,49.9,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
493,2019-06-27T14:29,1.0,1.0,1.0,1.0,-25.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
495,2019-06-27T14:30,1.0,1.0,1.0,1.0,-89.2,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
497,2019-06-27T14:30,1.0,1.0,1.0,1.0,-26.8,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
499,2019-06-27T14:31,1.0,1.0,1.0,1.0,-91.7,49.9,1.5,1.5,1.5,0.0,0.0,0.0,92.7,0.0,0.0
501,2019-06-27T14:32,1.0,1.0,1.0,1.0,-24.5,49.9,1.6,1.6,1.5,0.0,0.0,0.0,92.7,0.0,0.0
503,2019-06-27T14:32,1.0,1.0,1.0,1.0,-89.5,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
505,2019-06-27T14:33,1.0,1.0,1.0,1.0,-29.5,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
507,2019-06-27T14:34,1.0,1.0,1.0,1.0,-32.3,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
509,2019-06-27T14:35,1.0,1.0,1.0,1.0,-32.0,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
511,2019-06-27T14:35,1.0,1.0,1.0,1.0,-89.1,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
513,2019-06-27T14:36,1.0,1.0,1.0,1.0,-85.3,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
515,2019-06-27T14:36,1.0,1.0,1.0,1.0,-25.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
517,2019-06-27T14:37,1.0,1.0,1.0,1.0,-88.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
519,2019-06-27T14:38,1.0,1.0,1.0,1.0,-89.8,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
521,2019-06-27T14:38,1.0,1.0,1.0,1.0,-85.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
523,2019-06-27T14:39,1.0,1.0,1.0,1.0,-26.8,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
525,2019-06-27T14:40,1.0,1.0,1.0,1.0,-30.9,49.9,2.0,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
527,2019-06-27T14:40,1.0,1.0,1.0,1.0,-92.9,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
529,2019-06-27T14:41,1.0,1.0,1.0,1.0,-28.2,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
531,2019-06-27T14:42,1.0,1.0,1.0,1.0,-28.7,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
533,2019-06-27T14:43,1.0,1.0,1.0,1.0,-26.9,49.9,1.7,1.7,1.6,0.0,0.0,0.0,92.7,0.0,0.0
535,2019-06-27T14:45,1.0,1.0,1.0,1.0,-30.5,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
537,2019-06-27T14:46,1.0,1.0,1.0,1.0,-27.6,49.9,1.7,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
539,2019-06-27T14:46,1.0,1.0,1.0,1.0,-29.8,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
541,2019-06-27T14:49,1.0,1.0,1.0,1.0,-30.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
543,2019-06-27T14:50,1.0,1.0,1.0,1.0,-25.9,49.9,1.6,1.6,1.3,0.0,0.0,0.0,92.7,0.0,0.0
545,2019-06-27T14:50,1.0,1.0,1.0,1.0,-30.6,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
547,2019-06-27T14:51,1.0,1.0,1.0,1.0,-30.2,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
549,2019-06-27T14:52,1.0,1.0,1.0,1.0,-27.2,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
551,2019-06-27T14:53,1.0,1.0,1.0,1.0,-82.4,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
553,2019-06-27T14:53,1.0,1.0,1.0,1.0,-30.1,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
555,2019-06-27T14:54,1.0,1.0,1.0,1.0,-26.0,49.9,1.5,1.5,1.5,0.0,0.0,0.0,92.7,0.0,0.0
557,2019-06-27T14:54,1.0,1.0,1.0,1.0,-23.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
559,2019-06-27T14:55,1.0,1.0,1.0,1.0,-25.3,50.0,1.8,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
561,2019-06-27T14:56,1.0,1.0,1.0,1.0,-86.3,50.0,1.6,1.6,1.7,0.0,0.0,0.0,92.7,0.0,0.0
563,2019-06-27T14:57,1.0,1.0,1.0,1.0,-88.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
565,2019-06-27T14:58,1.0,1.0,1.0,1.0,-82.2,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
567,2019-06-27T14:58,1.0,1.0,1.0,1.0,-28.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
569,2019-06-27T14:59,1.0,1.0,1.0,1.0,-88.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
571,2019-06-27T15:00,1.0,1.0,1.0,1.0,-85.6,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
573,2019-06-27T15:03,1.0,1.0,1.0,1.0,-90.8,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
575,2019-06-27T15:03,1.0,1.0,1.0,1.0,-25.3,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
577,2019-06-27T15:04,1.0,1.0,1.0,1.0,-86.0,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
579,2019-06-27T15:04,1.0,1.0,1.0,1.0,-87.6,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
581,2019-06-27T15:05,1.0,1.0,1.0,1.0,-94.5,50.0,1.7,1.7,1.8,0.0,0.0,0.0,92.7,0.0,0.0
583,2019-06-27T15:07,1.0,1.0,1.0,1.0,-29.8,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
585,2019-06-27T15:08,1.0,1.0,1.0,1.0,-89.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
587,2019-06-27T15:08,1.0,1.0,1.0,1.0,-89.8,49.9,1.0,1.0,1.0,0.0,0.0,0.0,92.7,0.0,0.0
589,2019-06-27T15:09,1.0,1.0,1.0,1.0,-84.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
591,2019-06-27T15:10,1.0,1.0,1.0,1.0,-87.8,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
593,2019-06-27T15:13,1.0,1.0,1.0,1.0,-88.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
595,2019-06-27T15:13,1.0,1.0,1.0,1.0,-90.6,49.9,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
597,2019-06-27T15:14,1.0,1.0,1.0,1.0,-25.3,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
599,2019-06-27T15:15,1.0,1.0,1.0,1.0,-27.9,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
601,2019-06-27T15:15,1.0,1.0,1.0,1.0,-84.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
603,2019-06-27T15:18,1.0,1.0,1.0,1.0,-28.7,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
605,2019-06-27T15:19,1.0,1.0,1.0,1.0,-92.4,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
607,2019-06-27T15:20,1.0,1.0,1.0,1.0,-24.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
609,2019-06-27T15:21,1.0,1.0,1.0,1.0,-29.0,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
611,2019-06-27T15:22,1.0,1.0,1.0,1.0,-87.0,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
613,2019-06-27T15:22,1.0,1.0,1.0,1.0,-27.5,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
615,2019-06-27T15:23,1.0,1.0,1.0,1.0,-27.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
617,2019-06-27T15:24,1.0,1.0,1.0,1.0,-90.2,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
619,2019-06-27T15:24,1.0,1.0,1.0,1.0,-89.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
621,2019-06-27T15:25,1.0,1.0,1.0,1.0,-88.4,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
623,2019-06-27T15:26,1.0,1.0,1.0,1.0,-90.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
625,2019-06-27T15:26,1.0,1.0,1.0,1.0,-88.9,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
627,2019-06-27T15:27,1.0,1.0,1.0,1.0,-25.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
629,2019-06-27T15:28,1.0,1.0,1.0,1.0,-87.8,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
631,2019-06-27T15:28,1.0,1.0,1.0,1.0,-30.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
633,2019-06-27T15:29,1.0,1.0,1.0,1.0,-88.5,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
635,2019-06-27T15:30,1.0,1.0,1.0,1.0,-24.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
637,2019-06-27T15:30,1.0,1.0,1.0,1.0,-25.2,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
639,2019-06-27T15:31,1.0,1.0,1.0,1.0,-29.8,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
641,2019-06-27T15:32,1.0,1.0,1.0,1.0,-30.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
643,2019-06-27T15:33,1.0,1.0,1.0,1.0,-88.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
645,2019-06-27T15:33,1.0,1.0,1.0,1.0,-87.0,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
647,2019-06-27T15:34,1.0,1.0,1.0,1.0,-29.0,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
649,2019-06-27T15:34,1.0,1.0,1.0,1.0,-31.3,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
651,2019-06-27T15:35,1.0,1.0,1.0,1.0,-86.4,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
653,2019-06-27T15:36,1.0,1.0,1.0,1.0,-92.5,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
655,2019-06-27T15:37,1.0,1.0,1.0,1.0,-92.7,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
657,2019-06-27T15:37,1.0,1.0,1.0,1.0,-88.6,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
659,2019-06-27T15:38,1.0,1.0,1.0,1.0,-31.7,49.9,2.2,2.2,2.2,0.0,0.0,0.0,92.7,0.0,0.0
661,2019-06-27T15:38,1.0,1.0,1.0,1.0,-28.7,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
663,2019-06-27T15:39,1.0,1.0,1.0,1.0,-88.5,49.9,1.7,2.1,2.1,0.0,0.0,0.0,92.7,0.0,0.0
665,2019-06-27T15:40,1.0,1.0,1.0,1.0,-86.9,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
667,2019-06-27T15:41,1.0,1.0,1.0,1.0,-88.1,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
669,2019-06-27T15:41,1.0,1.0,1.0,1.0,-86.8,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
671,2019-06-27T15:43,1.0,1.0,1.0,1.0,-26.9,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
673,2019-06-27T15:44,1.0,1.0,1.0,1.0,-85.7,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
675,2019-06-28T10:44,1.0,1.0,1.0,1.0,-89.4,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
677,2019-06-28T10:45,1.0,1.0,1.0,1.0,-88.4,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
679,2019-06-28T10:46,1.0,1.0,1.0,1.0,-26.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
681,2019-06-28T10:46,1.0,1.0,1.0,1.0,-90.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
683,2019-06-28T10:47,1.0,1.0,1.0,1.0,-30.8,49.9,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
685,2019-06-28T10:48,1.0,1.0,1.0,1.0,-31.5,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
687,2019-06-28T10:48,1.0,1.0,1.0,1.0,-88.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
689,2019-06-28T10:49,1.0,1.0,1.0,1.0,-93.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
691,2019-06-28T10:50,1.0,1.0,1.0,1.0,-26.6,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
693,2019-06-28T10:50,1.0,1.0,1.0,1.0,-24.5,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
695,2019-06-28T10:51,1.0,1.0,1.0,1.0,-88.0,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
697,2019-06-28T10:52,1.0,1.0,1.0,1.0,-95.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
699,2019-06-28T10:52,1.0,1.0,1.0,1.0,-91.1,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
701,2019-06-28T10:53,1.0,1.0,1.0,1.0,-30.7,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
703,2019-06-28T10:54,1.0,1.0,1.0,1.0,-86.3,50.0,1.6,1.6,1.6,0.0,0.0,0.0,92.7,0.0,0.0
705,2019-06-28T10:55,1.0,1.0,1.0,1.0,-28.4,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
707,2019-06-28T10:55,1.0,1.0,1.0,1.0,-26.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
709,2019-06-28T10:56,1.0,1.0,1.0,1.0,-30.3,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
711,2019-06-28T10:56,1.0,1.0,1.0,1.0,-28.6,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
713,2019-06-28T10:57,1.0,1.0,1.0,1.0,-93.4,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
715,2019-06-28T10:58,1.0,1.0,1.0,1.0,-87.8,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
717,2019-06-28T10:58,1.0,1.0,1.0,1.0,-90.8,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
719,2019-06-28T10:59,1.0,1.0,1.0,1.0,-86.6,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
721,2019-06-28T11:00,1.0,1.0,1.0,1.0,-31.0,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
723,2019-06-28T11:00,1.0,1.0,1.0,1.0,-29.2,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
725,2019-06-28T11:01,1.0,1.0,1.0,1.0,-27.5,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
727,2019-06-28T11:02,1.0,1.0,1.0,1.0,-87.9,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
729,2019-06-28T11:02,1.0,1.0,1.0,1.0,-89.7,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
731,2019-06-28T11:03,1.0,1.0,1.0,1.0,-30.6,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
733,2019-06-28T11:04,1.0,1.0,1.0,1.0,-22.9,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
735,2019-06-28T11:04,1.0,1.0,1.0,1.0,-92.2,50.0,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
737,2019-06-28T11:05,1.0,1.0,1.0,1.0,-26.8,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
739,2019-06-28T11:06,1.0,1.0,1.0,1.0,-26.9,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
741,2019-06-28T11:06,1.0,1.0,1.0,1.0,-31.0,50.0,1.8,1.8,1.8,0.0,0.0,0.0,92.7,0.0,0.0
743,2019-06-28T11:07,1.0,1.0,1.0,1.0,-33.0,50.0,2.3,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
745,2019-06-28T11:08,1.0,1.0,1.0,1.0,-88.7,49.9,1.7,1.7,1.7,0.0,0.0,0.0,92.7,0.0,0.0
747,2019-06-28T11:08,1.0,1.0,1.0,1.0,-26.8,50.0,1.9,1.9,1.9,0.0,0.0,0.0,92.7,0.0,0.0
