Site,Site Name,Energy Consumption (kWh),Date
CCC1140,Caliber 1140,74.34,12/14/2019
CCC1140,Caliber 1140,51.57,12/15/2019
CCC1140,Caliber 1140,271.51,12/16/2019
CCC1140,Caliber 1140,321.48,12/17/2019
CCC1140,Caliber 1140,278.77,12/18/2019
CCC1140,Caliber 1140,282.41,12/19/2019
CCC1140,Caliber 1140,329.01,12/20/2019
CCC1140,Caliber 1140,33.41,12/21/2019
CCC1140,Caliber 1140,33.35,12/22/2019
CCC1140,Caliber 1140,203.84,12/23/2019
CCC1140,Caliber 1140,275.71,12/24/2019
CCC1140,Caliber 1140,36.3,12/25/2019
CCC1140,Caliber 1140,257.86,12/26/2019
CCC1140,Caliber 1140,264.5,12/27/2019
CCC1140,Caliber 1140,81.49,12/28/2019
CCC1140,Caliber 1140,43.88,12/29/2019
CCC1140,Caliber 1140,242.62,12/30/2019
CCC1140,Caliber 1140,200.04,12/31/2019
CCC1140,Caliber 1140,36.31,1/1/2020
CCC1140,Caliber 1140,186.91,1/2/2020
CCC1140,Caliber 1140,235.57,1/3/2020
CCC1140,Caliber 1140,34.03,1/4/2020
CCC1140,Caliber 1140,34.22,1/5/2020
CCC1140,Caliber 1140,248.29,1/6/2020
CCC1140,Caliber 1140,282.73,1/7/2020
CCC1140,Caliber 1140,286.52,1/8/2020
CCC1140,Caliber 1140,300.2,1/9/2020
CCC1140,Caliber 1140,279.53,1/10/2020
CCC1140,Caliber 1140,60.23,1/11/2020
CCC1140,Caliber 1140,35.54,1/12/2020
CCC1140,Caliber 1140,258.78,1/13/2020
CCC1140,Caliber 1140,257.4,1/14/2020
CCC1140,Caliber 1140,305.02,1/15/2020
CCC1140,Caliber 1140,325.12,1/16/2020
CCC1140,Caliber 1140,241.89,1/17/2020
CCC1140,Caliber 1140,61.06,1/18/2020
CCC1140,Caliber 1140,35.23,1/19/2020
CCC1140,Caliber 1140,277.95,1/20/2020
CCC1140,Caliber 1140,277.05,1/21/2020
CCC1140,Caliber 1140,242.85,1/22/2020
CCC1140,Caliber 1140,304.18,1/23/2020
CCC1140,Caliber 1140,261.7,1/24/2020
CCC1140,Caliber 1140,89.64,1/25/2020
CCC1140,Caliber 1140,36.6,1/26/2020
CCC1140,Caliber 1140,256.13,1/27/2020
CCC1140,Caliber 1140,290.65,1/28/2020
CCC1140,Caliber 1140,320.81,1/29/2020
CCC1140,Caliber 1140,317.78,1/30/2020
CCC1140,Caliber 1140,297.29,1/31/2020
CCC1140,Caliber 1140,37.77,2/1/2020
CCC1140,Caliber 1140,35.87,2/2/2020
CCC1140,Caliber 1140,251.1,2/3/2020
CCC1140,Caliber 1140,310.84,2/4/2020
CCC1140,Caliber 1140,278.97,2/5/2020
CCC1140,Caliber 1140,325.44,2/6/2020
CCC1140,Caliber 1140,306.82,2/7/2020
CCC1140,Caliber 1140,35.69,2/8/2020
CCC1140,Caliber 1140,36.26,2/9/2020
CCC1140,Caliber 1140,217.1,2/10/2020
CCC1140,Caliber 1140,290.13,2/11/2020
CCC1140,Caliber 1140,230.82,2/12/2020
CCC1140,Caliber 1140,296.52,2/13/2020
CCC1140,Caliber 1140,238.31,2/14/2020
CCC1140,Caliber 1140,48.45,2/15/2020
CCC1140,Caliber 1140,35.03,2/16/2020
CCC1140,Caliber 1140,294.8,2/17/2020
CCC1140,Caliber 1140,261.07,2/18/2020
CCC1140,Caliber 1140,289.23,2/19/2020
CCC1140,Caliber 1140,325.4,2/20/2020
CCC1140,Caliber 1140,254.55,2/21/2020
CCC1140,Caliber 1140,132.35,2/22/2020
CCC1140,Caliber 1140,69.39,2/23/2020
CCC1140,Caliber 1140,255.88,2/24/2020
CCC1140,Caliber 1140,310.5,2/25/2020
CCC1140,Caliber 1140,284.66,2/26/2020
CCC1140,Caliber 1140,264.27,2/27/2020
CCC1140,Caliber 1140,230.57,2/28/2020
CCC1140,Caliber 1140,55.24,2/29/2020
CCC1140,Caliber 1140,41.68,3/1/2020
CCC1140,Caliber 1140,176.67,3/2/2020
CCC1140,Caliber 1140,238.72,3/3/2020
CCC1140,Caliber 1140,282.3,3/4/2020
CCC1140,Caliber 1140,267.52,3/5/2020
CCC1140,Caliber 1140,261.98,3/6/2020
CCC1140,Caliber 1140,41.36,3/7/2020
CCC1140,Caliber 1140,48.89,3/8/2020
CCC1140,Caliber 1140,255.77,3/9/2020
CCC1140,Caliber 1140,261.82,3/10/2020
CCC1140,Caliber 1140,238.82,3/11/2020
CCC1140,Caliber 1140,238.48,3/12/2020
CCC1140,Caliber 1140,258.18,3/13/2020
CCC1140,Caliber 1140,34.88,3/14/2020
CCC1140,Caliber 1140,34,3/15/2020
CCC1140,Caliber 1140,222.11,3/16/2020
CCC1140,Caliber 1140,247.96,3/17/2020
CCC1140,Caliber 1140,277.5,3/18/2020
CCC1140,Caliber 1140,250.69,3/19/2020
CCC1140,Caliber 1140,209.09,3/20/2020
CCC1140,Caliber 1140,43.49,3/21/2020
CCC1140,Caliber 1140,33.82,3/22/2020
CCC1140,Caliber 1140,225.65,3/23/2020
CCC1140,Caliber 1140,235,3/24/2020
CCC1140,Caliber 1140,231.28,3/25/2020
CCC1140,Caliber 1140,188.14,3/26/2020
CCC1140,Caliber 1140,187.04,3/27/2020
CCC1140,Caliber 1140,37.9,3/28/2020
CCC1140,Caliber 1140,37.5,3/29/2020
CCC1140,Caliber 1140,197.29,3/30/2020
CCC1140,Caliber 1140,148.66,3/31/2020
CCC1140,Caliber 1140,159.89,4/1/2020
CCC1140,Caliber 1140,140.16,4/2/2020
CCC1140,Caliber 1140,142.79,4/3/2020
CCC1140,Caliber 1140,37.91,4/4/2020
CCC1140,Caliber 1140,37.51,4/5/2020
CCC1140,Caliber 1140,159.55,4/6/2020
CCC1140,Caliber 1140,124.14,4/7/2020
CCC1140,Caliber 1140,150.3,4/8/2020
CCC1140,Caliber 1140,140.9,4/9/2020
CCC1140,Caliber 1140,120.56,4/10/2020
CCC1140,Caliber 1140,32.46,4/11/2020
CCC1140,Caliber 1140,31.24,4/12/2020
CCC1140,Caliber 1140,199.88,4/13/2020
CCC1140,Caliber 1140,181.66,4/14/2020
CCC1140,Caliber 1140,201.03,4/15/2020
CCC1140,Caliber 1140,148.02,4/16/2020
CCC1140,Caliber 1140,124.4,4/17/2020
CCC1140,Caliber 1140,42.29,4/18/2020
CCC1140,Caliber 1140,34.86,4/19/2020
CCC1140,Caliber 1140,65.01,4/20/2020
CCC1140,Caliber 1140,143.83,4/21/2020
CCC1140,Caliber 1140,179.02,4/22/2020
CCC1140,Caliber 1140,177.98,4/23/2020
CCC1140,Caliber 1140,186.5,4/24/2020
CCC1140,Caliber 1140,35.3,4/25/2020
CCC1140,Caliber 1140,34.52,4/26/2020
CCC1140,Caliber 1140,116.32,4/27/2020
CCC1140,Caliber 1140,226.92,4/28/2020
CCC1140,Caliber 1140,242.07,4/29/2020
CCC1140,Caliber 1140,195.77,4/30/2020
CCC1140,Caliber 1140,118.61,5/1/2020
CCC1140,Caliber 1140,35.23,5/2/2020
CCC1140,Caliber 1140,34.61,5/3/2020
CCC1140,Caliber 1140,315.07,5/4/2020
CCC1140,Caliber 1140,324.44,5/5/2020
CCC1140,Caliber 1140,188.63,5/6/2020
CCC1140,Caliber 1140,226.58,5/7/2020
CCC1140,Caliber 1140,244.66,5/8/2020
CCC1140,Caliber 1140,213.51,5/9/2020
CCC1140,Caliber 1140,54.56,5/10/2020
CCC1140,Caliber 1140,203.45,5/11/2020
CCC1140,Caliber 1140,317.28,5/12/2020
CCC1140,Caliber 1140,234.41,5/13/2020
CCC1140,Caliber 1140,242.5,5/14/2020
CCC1140,Caliber 1140,221.24,5/15/2020
CCC1140,Caliber 1140,65.42,5/16/2020
CCC1140,Caliber 1140,38.77,5/17/2020
CCC1140,Caliber 1140,96.87,5/18/2020
CCC1140,Caliber 1140,237.12,5/19/2020
CCC1140,Caliber 1140,215.54,5/20/2020
CCC1140,Caliber 1140,157.9,5/21/2020
CCC1140,Caliber 1140,83.83,5/22/2020
CCC1140,Caliber 1140,32.15,5/23/2020
CCC1140,Caliber 1140,33.8,5/24/2020
CCC1140,Caliber 1140,48.76,5/25/2020
CCC1140,Caliber 1140,170.22,5/26/2020
CCC1140,Caliber 1140,286.48,5/27/2020
CCC1140,Caliber 1140,325.35,5/28/2020
CCC1140,Caliber 1140,341.61,5/29/2020
CCC1140,Caliber 1140,164.36,5/30/2020
CCC1140,Caliber 1140,42.14,5/31/2020
CCC1140,Caliber 1140,234.88,6/1/2020
CCC1140,Caliber 1140,295.32,6/2/2020
CCC1140,Caliber 1140,251.1,6/3/2020
CCC1140,Caliber 1140,323.05,6/4/2020
CCC1140,Caliber 1140,315.82,6/5/2020
CCC1140,Caliber 1140,64.03,6/6/2020
CCC1140,Caliber 1140,55.54,6/7/2020
CCC1140,Caliber 1140,155.65,6/8/2020
CCC1140,Caliber 1140,150.26,6/9/2020
CCC1140,Caliber 1140,287.12,6/10/2020
CCC1140,Caliber 1140,331.59,6/11/2020
CCC1140,Caliber 1140,122.97,6/12/2020
CCC1140,Caliber 1140,109.73,6/13/2020
CCC1140,Caliber 1140,39.38,6/14/2020
CCC1140,Caliber 1140,157.5,6/15/2020
CCC1140,Caliber 1140,306.8,6/16/2020
CCC1140,Caliber 1140,310.75,6/17/2020
CCC1140,Caliber 1140,378.66,6/18/2020
CCC1140,Caliber 1140,280.84,6/19/2020
CCC1140,Caliber 1140,59.24,6/20/2020
CCC1140,Caliber 1140,56.01,6/21/2020
CCC1140,Caliber 1140,233.2,6/22/2020
CCC1140,Caliber 1140,323.08,6/23/2020
CCC1140,Caliber 1140,367.5,6/24/2020
CCC1140,Caliber 1140,403.58,6/25/2020
CCC1140,Caliber 1140,394.14,6/26/2020
CCC1140,Caliber 1140,272.87,6/27/2020
CCC1140,Caliber 1140,58.69,6/28/2020
CCC1140,Caliber 1140,300.02,6/29/2020
CCC1140,Caliber 1140,281.73,6/30/2020
CCC1140,Caliber 1140,317.02,7/1/2020
CCC1140,Caliber 1140,371.86,7/2/2020
CCC1140,Caliber 1140,60.93,7/3/2020
CCC1140,Caliber 1140,53.89,7/4/2020
CCC1140,Caliber 1140,55.5,7/5/2020
CCC1140,Caliber 1140,321.7,7/6/2020
CCC1140,Caliber 1140,184.72,7/7/2020
CCC1140,Caliber 1140,323.95,7/8/2020
CCC1140,Caliber 1140,294.49,7/9/2020
CCC1140,Caliber 1140,297.71,7/10/2020
CCC1140,Caliber 1140,113.86,7/11/2020
CCC1140,Caliber 1140,69.99,7/12/2020
CCC1140,Caliber 1140,307.4,7/13/2020
CCC1140,Caliber 1140,418.28,7/14/2020
CCC1140,Caliber 1140,394.38,7/15/2020
CCC1140,Caliber 1140,342.21,7/16/2020
CCC1140,Caliber 1140,316.39,7/17/2020
CCC1140,Caliber 1140,142.82,7/18/2020
CCC1140,Caliber 1140,81.53,7/19/2020
CCC1140,Caliber 1140,349.19,7/20/2020
CCC1140,Caliber 1140,338.97,7/21/2020
CCC1140,Caliber 1140,363.56,7/22/2020
CCC1140,Caliber 1140,325.53,7/23/2020
CCC1140,Caliber 1140,312.67,7/24/2020
CCC1140,Caliber 1140,79.59,7/25/2020
CCC1140,Caliber 1140,101.29,7/26/2020
CCC1140,Caliber 1140,302.56,7/27/2020
CCC1140,Caliber 1140,373.96,7/28/2020
CCC1140,Caliber 1140,367.32,7/29/2020
CCC1140,Caliber 1140,366.96,7/30/2020
CCC1140,Caliber 1140,371.24,7/31/2020
CCC1140,Caliber 1140,73.08,8/1/2020
CCC1140,Caliber 1140,61.91,8/2/2020
CCC1140,Caliber 1140,331.93,8/3/2020
CCC1140,Caliber 1140,405.44,8/4/2020
CCC1140,Caliber 1140,402.6,8/5/2020
CCC1140,Caliber 1140,364.7,8/6/2020
CCC1140,Caliber 1140,337.25,8/7/2020
CCC1140,Caliber 1140,89.38,8/8/2020
CCC1140,Caliber 1140,58.52,8/9/2020
CCC1140,Caliber 1140,359.93,8/10/2020
CCC1140,Caliber 1140,365.95,8/11/2020
CCC1140,Caliber 1140,347.35,8/12/2020
CCC1140,Caliber 1140,358.78,8/13/2020
CCC1140,Caliber 1140,319.44,8/14/2020
CCC1140,Caliber 1140,70.35,8/15/2020
CCC1140,Caliber 1140,72.97,8/16/2020
CCC1140,Caliber 1140,404.74,8/17/2020
CCC1140,Caliber 1140,490.13,8/18/2020
CCC1140,Caliber 1140,407.83,8/19/2020
CCC1140,Caliber 1140,333.85,8/20/2020
CCC1140,Caliber 1140,312.86,8/21/2020
CCC1140,Caliber 1140,140.1,8/22/2020
CCC1140,Caliber 1140,82.97,8/23/2020
CCC1140,Caliber 1140,379.35,8/24/2020
CCC1140,Caliber 1140,403.47,8/25/2020
CCC1140,Caliber 1140,369.01,8/26/2020
CCC1140,Caliber 1140,358.64,8/27/2020
CCC1140,Caliber 1140,320.78,8/28/2020
CCC1140,Caliber 1140,116.18,8/29/2020
CCC1140,Caliber 1140,60.49,8/30/2020
CCC1140,Caliber 1140,305.91,8/31/2020
CCC1140,Caliber 1140,294.07,9/1/2020
CCC1140,Caliber 1140,339.6,9/2/2020
CCC1140,Caliber 1140,349.13,9/3/2020
CCC1140,Caliber 1140,337.47,9/4/2020
CCC1140,Caliber 1140,59.13,9/5/2020
CCC1140,Caliber 1140,63.04,9/6/2020
CCC1140,Caliber 1140,72.16,9/7/2020
CCC1140,Caliber 1140,347.57,9/8/2020
CCC1140,Caliber 1140,333.69,9/9/2020
CCC1140,Caliber 1140,308.38,9/10/2020
CCC1140,Caliber 1140,340.15,9/11/2020
CCC1140,Caliber 1140,140.71,9/12/2020
CCC1140,Caliber 1140,35.8,9/13/2020
CCC1140,Caliber 1140,252.25,9/14/2020
CCC1140,Caliber 1140,269.89,9/15/2020
CCC1140,Caliber 1140,284.96,9/16/2020
CCC1140,Caliber 1140,281.32,9/17/2020
CCC1140,Caliber 1140,244.44,9/18/2020
CCC1140,Caliber 1140,38.25,9/19/2020
CCC1140,Caliber 1140,67.33,9/20/2020
CCC1140,Caliber 1140,198.14,9/21/2020
CCC1140,Caliber 1140,297.66,9/22/2020
CCC1140,Caliber 1140,252.85,9/23/2020
CCC1140,Caliber 1140,275.94,9/24/2020
CCC1140,Caliber 1140,299.43,9/25/2020
CCC1140,Caliber 1140,103.18,9/26/2020
CCC1140,Caliber 1140,42.94,9/27/2020
CCC1140,Caliber 1140,330.63,9/28/2020
CCC1140,Caliber 1140,302.97,9/29/2020
CCC1140,Caliber 1140,344.57,9/30/2020
CCC1140,Caliber 1140,261.77,10/1/2020
CCC1140,Caliber 1140,330.91,10/2/2020
CCC1140,Caliber 1140,41.8,10/3/2020
CCC1140,Caliber 1140,42.01,10/4/2020
CCC1140,Caliber 1140,279.55,10/5/2020
CCC1140,Caliber 1140,284.75,10/6/2020
CCC1140,Caliber 1140,273.41,10/7/2020
CCC1140,Caliber 1140,290.34,10/8/2020
CCC1140,Caliber 1140,221.33,10/9/2020
CCC1140,Caliber 1140,63.93,10/10/2020
CCC1140,Caliber 1140,30.71,10/11/2020
CCC1140,Caliber 1140,222.99,10/12/2020
CCC1140,Caliber 1140,281.35,10/13/2020
CCC1140,Caliber 1140,252.73,10/14/2020
CCC1140,Caliber 1140,260.45,10/15/2020
CCC1140,Caliber 1140,295.47,10/16/2020
CCC1140,Caliber 1140,103.08,10/17/2020
CCC1140,Caliber 1140,50.94,10/18/2020
CCC1140,Caliber 1140,265.26,10/19/2020
CCC1140,Caliber 1140,286.12,10/20/2020
CCC1140,Caliber 1140,260.28,10/21/2020
CCC1140,Caliber 1140,310.29,10/22/2020
CCC1140,Caliber 1140,263.34,10/23/2020
CCC1140,Caliber 1140,121.09,10/24/2020
CCC1140,Caliber 1140,35.31,10/25/2020
CCC1140,Caliber 1140,262.33,10/26/2020
CCC1140,Caliber 1140,258.41,10/27/2020
CCC1140,Caliber 1140,224.19,10/28/2020
CCC1140,Caliber 1140,263.76,10/29/2020
CCC1140,Caliber 1140,288.9,10/30/2020
CCC1140,Caliber 1140,71.61,10/31/2020
CCC1140,Caliber 1140,55.92,11/1/2020
CCC1140,Caliber 1140,223.92,11/2/2020
CCC1140,Caliber 1140,266.09,11/3/2020
CCC1140,Caliber 1140,345.6,11/4/2020
CCC1140,Caliber 1140,403.19,11/5/2020
CCC1140,Caliber 1140,277.3,11/6/2020
CCC1140,Caliber 1140,53.86,11/7/2020
CCC1140,Caliber 1140,31.5,11/8/2020
CCC1140,Caliber 1140,240.54,11/9/2020
CCC1140,Caliber 1140,250.77,11/10/2020
CCC1140,Caliber 1140,276.29,11/11/2020
CCC1140,Caliber 1140,246.15,11/12/2020
CCC1140,Caliber 1140,267.91,11/13/2020
CCC1140,Caliber 1140,96.99,11/14/2020
CCC1140,Caliber 1140,46.42,11/15/2020
CCC1140,Caliber 1140,233.34,11/16/2020
CCC1140,Caliber 1140,221.53,11/17/2020
CCC1140,Caliber 1140,300.18,11/18/2020
CCC1140,Caliber 1140,232.66,11/19/2020
CCC1140,Caliber 1140,10.09,11/20/2020
,,,11/1/2019
,,,11/2/2019
,,,11/3/2019
,,,11/4/2019
,,,11/5/2019
,,,11/6/2019
,,,11/7/2019
,,,11/8/2019
,,,11/9/2019
,,,11/10/2019
,,,11/11/2019
,,,11/12/2019
,,,11/13/2019
,,,11/14/2019
,,,11/15/2019
,,,11/16/2019
,,,11/17/2019
,,,11/18/2019
,,,11/19/2019
,,,11/20/2019
,,,11/21/2019
,,,11/22/2019
,,,11/23/2019
,,,11/24/2019
,,,11/25/2019
,,,11/26/2019
,,,11/27/2019
,,,11/28/2019
,,,11/29/2019
,,,11/30/2019
,,,12/1/2019
,,,12/2/2019
,,,12/3/2019
,,,12/4/2019
,,,12/5/2019
CCC2044,Caliber 2044,260.27,12/6/2019
CCC2044,Caliber 2044,25.42,12/7/2019
CCC2044,Caliber 2044,23.97,12/8/2019
CCC2044,Caliber 2044,215.81,12/9/2019
CCC2044,Caliber 2044,264.93,12/10/2019
CCC2044,Caliber 2044,304.71,12/11/2019
CCC2044,Caliber 2044,324.7,12/12/2019
CCC2044,Caliber 2044,321.07,12/13/2019
CCC2044,Caliber 2044,155.97,12/14/2019
CCC2044,Caliber 2044,63.85,12/15/2019
CCC2044,Caliber 2044,315.16,12/16/2019
CCC2044,Caliber 2044,263.92,12/17/2019
CCC2044,Caliber 2044,276.85,12/18/2019
CCC2044,Caliber 2044,329.21,12/19/2019
CCC2044,Caliber 2044,322.14,12/20/2019
CCC2044,Caliber 2044,158.13,12/21/2019
CCC2044,Caliber 2044,29.5,12/22/2019
CCC2044,Caliber 2044,311.59,12/23/2019
CCC2044,Caliber 2044,252.98,12/24/2019
CCC2044,Caliber 2044,90.7,12/25/2019
CCC2044,Caliber 2044,261.78,12/26/2019
CCC2044,Caliber 2044,296.33,12/27/2019
CCC2044,Caliber 2044,163.24,12/28/2019
CCC2044,Caliber 2044,25.76,12/29/2019
CCC2044,Caliber 2044,229.19,12/30/2019
CCC2044,Caliber 2044,196.37,12/31/2019
CCC2044,Caliber 2044,221.98,1/1/2020
CCC2044,Caliber 2044,307.22,1/2/2020
CCC2044,Caliber 2044,267.45,1/3/2020
CCC2044,Caliber 2044,214.16,1/4/2020
CCC2044,Caliber 2044,22.08,1/5/2020
CCC2044,Caliber 2044,283.01,1/6/2020
CCC2044,Caliber 2044,275.72,1/7/2020
CCC2044,Caliber 2044,361.96,1/8/2020
CCC2044,Caliber 2044,314.2,1/9/2020
CCC2044,Caliber 2044,311,1/10/2020
CCC2044,Caliber 2044,52.97,1/11/2020
CCC2044,Caliber 2044,35.7,1/12/2020
CCC2044,Caliber 2044,261.4,1/13/2020
CCC2044,Caliber 2044,278.81,1/14/2020
CCC2044,Caliber 2044,258.53,1/15/2020
CCC2044,Caliber 2044,297.75,1/16/2020
CCC2044,Caliber 2044,265.15,1/17/2020
CCC2044,Caliber 2044,82.22,1/18/2020
CCC2044,Caliber 2044,53.99,1/19/2020
CCC2044,Caliber 2044,247.03,1/20/2020
CCC2044,Caliber 2044,314.55,1/21/2020
CCC2044,Caliber 2044,347.56,1/22/2020
CCC2044,Caliber 2044,375.61,1/23/2020
CCC2044,Caliber 2044,232.93,1/24/2020
CCC2044,Caliber 2044,40.7,1/25/2020
CCC2044,Caliber 2044,40.14,1/26/2020
CCC2044,Caliber 2044,184.18,1/27/2020
CCC2044,Caliber 2044,218.61,1/28/2020
CCC2044,Caliber 2044,341.62,1/29/2020
CCC2044,Caliber 2044,331.34,1/30/2020
CCC2044,Caliber 2044,256.5,1/31/2020
CCC2044,Caliber 2044,31.61,2/1/2020
CCC2044,Caliber 2044,22.33,2/2/2020
CCC2044,Caliber 2044,257.1,2/3/2020
CCC2044,Caliber 2044,346.97,2/4/2020
CCC2044,Caliber 2044,272.42,2/5/2020
CCC2044,Caliber 2044,260.86,2/6/2020
CCC2044,Caliber 2044,237.12,2/7/2020
CCC2044,Caliber 2044,159.77,2/8/2020
CCC2044,Caliber 2044,55.61,2/9/2020
CCC2044,Caliber 2044,199.97,2/10/2020
CCC2044,Caliber 2044,325.74,2/11/2020
CCC2044,Caliber 2044,299.76,2/12/2020
CCC2044,Caliber 2044,316.58,2/13/2020
CCC2044,Caliber 2044,334.48,2/14/2020
CCC2044,Caliber 2044,232.18,2/15/2020
CCC2044,Caliber 2044,31.22,2/16/2020
CCC2044,Caliber 2044,215.35,2/17/2020
CCC2044,Caliber 2044,320.39,2/18/2020
CCC2044,Caliber 2044,236.64,2/19/2020
CCC2044,Caliber 2044,241.12,2/20/2020
CCC2044,Caliber 2044,230.7,2/21/2020
CCC2044,Caliber 2044,111.91,2/22/2020
CCC2044,Caliber 2044,28.47,2/23/2020
CCC2044,Caliber 2044,193.69,2/24/2020
CCC2044,Caliber 2044,343.4,2/25/2020
CCC2044,Caliber 2044,373.1,2/26/2020
CCC2044,Caliber 2044,339.61,2/27/2020
CCC2044,Caliber 2044,294.07,2/28/2020
CCC2044,Caliber 2044,109.91,2/29/2020
CCC2044,Caliber 2044,25.23,3/1/2020
CCC2044,Caliber 2044,197.44,3/2/2020
CCC2044,Caliber 2044,232.77,3/3/2020
CCC2044,Caliber 2044,342.99,3/4/2020
CCC2044,Caliber 2044,285.78,3/5/2020
CCC2044,Caliber 2044,243.98,3/6/2020
CCC2044,Caliber 2044,213.91,3/7/2020
CCC2044,Caliber 2044,24.23,3/8/2020
CCC2044,Caliber 2044,234.66,3/9/2020
CCC2044,Caliber 2044,364.71,3/10/2020
CCC2044,Caliber 2044,308.19,3/11/2020
CCC2044,Caliber 2044,258.94,3/12/2020
CCC2044,Caliber 2044,198.64,3/13/2020
CCC2044,Caliber 2044,75.75,3/14/2020
CCC2044,Caliber 2044,62.48,3/15/2020
CCC2044,Caliber 2044,208.5,3/16/2020
CCC2044,Caliber 2044,273.2,3/17/2020
CCC2044,Caliber 2044,226.77,3/18/2020
CCC2044,Caliber 2044,261.42,3/19/2020
CCC2044,Caliber 2044,277.35,3/20/2020
CCC2044,Caliber 2044,120.68,3/21/2020
CCC2044,Caliber 2044,56.85,3/22/2020
CCC2044,Caliber 2044,226.79,3/23/2020
CCC2044,Caliber 2044,259.88,3/24/2020
CCC2044,Caliber 2044,252.24,3/25/2020
CCC2044,Caliber 2044,283.67,3/26/2020
CCC2044,Caliber 2044,228.11,3/27/2020
CCC2044,Caliber 2044,177.24,3/28/2020
CCC2044,Caliber 2044,32.03,3/29/2020
CCC2044,Caliber 2044,235.23,3/30/2020
CCC2044,Caliber 2044,275.34,3/31/2020
CCC2044,Caliber 2044,175.14,4/1/2020
CCC2044,Caliber 2044,193.01,4/2/2020
CCC2044,Caliber 2044,214.87,4/3/2020
CCC2044,Caliber 2044,142.29,4/4/2020
CCC2044,Caliber 2044,64.52,4/5/2020
CCC2044,Caliber 2044,205.71,4/6/2020
CCC2044,Caliber 2044,243.11,4/7/2020
CCC2044,Caliber 2044,263.08,4/8/2020
CCC2044,Caliber 2044,181.09,4/9/2020
CCC2044,Caliber 2044,209.46,4/10/2020
CCC2044,Caliber 2044,146.88,4/11/2020
CCC2044,Caliber 2044,46.95,4/12/2020
CCC2044,Caliber 2044,199.63,4/13/2020
CCC2044,Caliber 2044,218.36,4/14/2020
CCC2044,Caliber 2044,207.93,4/15/2020
CCC2044,Caliber 2044,329.32,4/16/2020
CCC2044,Caliber 2044,247.94,4/17/2020
CCC2044,Caliber 2044,162.49,4/18/2020
CCC2044,Caliber 2044,95.6,4/19/2020
CCC2044,Caliber 2044,241.6,4/20/2020
CCC2044,Caliber 2044,321.25,4/21/2020
CCC2044,Caliber 2044,242.84,4/22/2020
CCC2044,Caliber 2044,289.34,4/23/2020
CCC2044,Caliber 2044,185.36,4/24/2020
CCC2044,Caliber 2044,88.02,4/25/2020
CCC2044,Caliber 2044,91.64,4/26/2020
CCC2044,Caliber 2044,227.16,4/27/2020
CCC2044,Caliber 2044,238.31,4/28/2020
CCC2044,Caliber 2044,245.17,4/29/2020
CCC2044,Caliber 2044,313.99,4/30/2020
CCC2044,Caliber 2044,222.69,5/1/2020
CCC2044,Caliber 2044,62.07,5/2/2020
CCC2044,Caliber 2044,45.31,5/3/2020
CCC2044,Caliber 2044,248.7,5/4/2020
CCC2044,Caliber 2044,263.25,5/5/2020
CCC2044,Caliber 2044,314.67,5/6/2020
CCC2044,Caliber 2044,332.32,5/7/2020
CCC2044,Caliber 2044,254.17,5/8/2020
CCC2044,Caliber 2044,70.03,5/9/2020
CCC2044,Caliber 2044,61.4,5/10/2020
CCC2044,Caliber 2044,250.49,5/11/2020
CCC2044,Caliber 2044,289.32,5/12/2020
CCC2044,Caliber 2044,234.47,5/13/2020
CCC2044,Caliber 2044,213.23,5/14/2020
CCC2044,Caliber 2044,214.36,5/15/2020
CCC2044,Caliber 2044,58.43,5/16/2020
CCC2044,Caliber 2044,60.76,5/17/2020
CCC2044,Caliber 2044,174.99,5/18/2020
CCC2044,Caliber 2044,207.43,5/19/2020
CCC2044,Caliber 2044,239.06,5/20/2020
CCC2044,Caliber 2044,347.31,5/21/2020
CCC2044,Caliber 2044,303.67,5/22/2020
CCC2044,Caliber 2044,267.28,5/23/2020
CCC2044,Caliber 2044,252.97,5/24/2020
CCC2044,Caliber 2044,275.48,5/25/2020
CCC2044,Caliber 2044,293.48,5/26/2020
CCC2044,Caliber 2044,286.29,5/27/2020
CCC2044,Caliber 2044,353.43,5/28/2020
CCC2044,Caliber 2044,317.54,5/29/2020
CCC2044,Caliber 2044,205.29,5/30/2020
CCC2044,Caliber 2044,196.5,5/31/2020
CCC2044,Caliber 2044,266.85,6/1/2020
CCC2044,Caliber 2044,325.52,6/2/2020
CCC2044,Caliber 2044,302.5,6/3/2020
CCC2044,Caliber 2044,308.5,6/4/2020
CCC2044,Caliber 2044,272,6/5/2020
CCC2044,Caliber 2044,61.75,6/6/2020
CCC2044,Caliber 2044,56.48,6/7/2020
CCC2044,Caliber 2044,315.2,6/8/2020
CCC2044,Caliber 2044,337.72,6/9/2020
CCC2044,Caliber 2044,310.93,6/10/2020
CCC2044,Caliber 2044,299.47,6/11/2020
CCC2044,Caliber 2044,280.31,6/12/2020
CCC2044,Caliber 2044,137.21,6/13/2020
CCC2044,Caliber 2044,58.79,6/14/2020
CCC2044,Caliber 2044,224.29,6/15/2020
CCC2044,Caliber 2044,339.32,6/16/2020
CCC2044,Caliber 2044,301.72,6/17/2020
CCC2044,Caliber 2044,345.45,6/18/2020
CCC2044,Caliber 2044,318.34,6/19/2020
CCC2044,Caliber 2044,145.15,6/20/2020
CCC2044,Caliber 2044,70.58,6/21/2020
CCC2044,Caliber 2044,227.94,6/22/2020
CCC2044,Caliber 2044,353.09,6/23/2020
CCC2044,Caliber 2044,305.34,6/24/2020
