Site,Site Name,Energy Consumption (kWh),Date
CCC2003,Clermont  2003,421.3,1/10/2020
CCC2003,Clermont  2003,109.44,1/11/2020
CCC2003,Clermont  2003,136.2,1/12/2020
CCC2003,Clermont  2003,449.33,1/13/2020
CCC2003,Clermont  2003,494.2,1/14/2020
CCC2003,Clermont  2003,461.42,1/15/2020
CCC2003,Clermont  2003,452.84,1/16/2020
CCC2003,Clermont  2003,419.04,1/17/2020
CCC2003,Clermont  2003,130.64,1/18/2020
CCC2003,Clermont  2003,77.84,1/19/2020
CCC2003,Clermont  2003,381.22,1/20/2020
CCC2003,Clermont  2003,519.27,1/21/2020
CCC2003,Clermont  2003,498.2,1/22/2020
CCC2003,Clermont  2003,436.95,1/23/2020
CCC2003,Clermont  2003,486.04,1/24/2020
CCC2003,Clermont  2003,150.89,1/25/2020
CCC2003,Clermont  2003,74.62,1/26/2020
CCC2003,Clermont  2003,457.55,1/27/2020
CCC2003,Clermont  2003,463.08,1/28/2020
CCC2003,Clermont  2003,310.12,1/29/2020
CCC2003,Clermont  2003,492.5,1/30/2020
CCC2003,Clermont  2003,345.15,1/31/2020
CCC2003,Clermont  2003,154.23,2/1/2020
CCC2003,Clermont  2003,153.38,2/2/2020
CCC2003,Clermont  2003,264.87,2/3/2020
CCC2003,Clermont  2003,427.91,2/4/2020
CCC2003,Clermont  2003,445.41,2/5/2020
CCC2003,Clermont  2003,473.87,2/6/2020
CCC2003,Clermont  2003,434.39,2/7/2020
CCC2003,Clermont  2003,154.39,2/8/2020
CCC2003,Clermont  2003,98.33,2/9/2020
CCC2003,Clermont  2003,416.83,2/10/2020
CCC2003,Clermont  2003,440.47,2/11/2020
CCC2003,Clermont  2003,454.5,2/12/2020
CCC2003,Clermont  2003,418.62,2/13/2020
CCC2003,Clermont  2003,414.08,2/14/2020
CCC2003,Clermont  2003,123.05,2/15/2020
CCC2003,Clermont  2003,128.67,2/16/2020
CCC2003,Clermont  2003,448.33,2/17/2020
CCC2003,Clermont  2003,428.69,2/18/2020
CCC2003,Clermont  2003,535.57,2/19/2020
CCC2003,Clermont  2003,481,2/20/2020
CCC2003,Clermont  2003,463.81,2/21/2020
CCC2003,Clermont  2003,106.98,2/22/2020
CCC2003,Clermont  2003,79.93,2/23/2020
CCC2003,Clermont  2003,427.56,2/24/2020
CCC2003,Clermont  2003,448.55,2/25/2020
CCC2003,Clermont  2003,509.31,2/26/2020
CCC2003,Clermont  2003,462.13,2/27/2020
CCC2003,Clermont  2003,478.87,2/28/2020
CCC2003,Clermont  2003,88.15,2/29/2020
CCC2003,Clermont  2003,88.37,3/1/2020
CCC2003,Clermont  2003,308.9,3/2/2020
CCC2003,Clermont  2003,469.06,3/3/2020
CCC2003,Clermont  2003,413.08,3/4/2020
CCC2003,Clermont  2003,506.54,3/5/2020
CCC2003,Clermont  2003,414.64,3/6/2020
CCC2003,Clermont  2003,84.82,3/7/2020
CCC2003,Clermont  2003,81.26,3/8/2020
CCC2003,Clermont  2003,379.07,3/9/2020
CCC2003,Clermont  2003,459.78,3/10/2020
CCC2003,Clermont  2003,512.59,3/11/2020
CCC2003,Clermont  2003,469.6,3/12/2020
CCC2003,Clermont  2003,485.41,3/13/2020
CCC2003,Clermont  2003,130.15,3/14/2020
CCC2003,Clermont  2003,110.08,3/15/2020
CCC2003,Clermont  2003,363.57,3/16/2020
CCC2003,Clermont  2003,558.68,3/17/2020
CCC2003,Clermont  2003,555.16,3/18/2020
CCC2003,Clermont  2003,579.1,3/19/2020
CCC2003,Clermont  2003,480.51,3/20/2020
CCC2003,Clermont  2003,105.12,3/21/2020
CCC2003,Clermont  2003,187.91,3/22/2020
CCC2003,Clermont  2003,437.41,3/23/2020
CCC2003,Clermont  2003,456.12,3/24/2020
CCC2003,Clermont  2003,449.64,3/25/2020
CCC2003,Clermont  2003,326.44,3/26/2020
CCC2003,Clermont  2003,479.07,3/27/2020
CCC2003,Clermont  2003,135.26,3/28/2020
CCC2003,Clermont  2003,95.23,3/29/2020
CCC2003,Clermont  2003,444.9,3/30/2020
CCC2003,Clermont  2003,425.21,3/31/2020
CCC2003,Clermont  2003,365.89,4/1/2020
CCC2003,Clermont  2003,421.29,4/2/2020
CCC2003,Clermont  2003,445.61,4/3/2020
CCC2003,Clermont  2003,220.5,4/4/2020
CCC2003,Clermont  2003,94.49,4/5/2020
CCC2003,Clermont  2003,408.86,4/6/2020
CCC2003,Clermont  2003,387.94,4/7/2020
CCC2003,Clermont  2003,426.21,4/8/2020
CCC2003,Clermont  2003,505.24,4/9/2020
CCC2003,Clermont  2003,386.85,4/10/2020
CCC2003,Clermont  2003,213.03,4/11/2020
CCC2003,Clermont  2003,88.7,4/12/2020
CCC2003,Clermont  2003,367.74,4/13/2020
CCC2003,Clermont  2003,338.66,4/14/2020
CCC2003,Clermont  2003,390.89,4/15/2020
CCC2003,Clermont  2003,384.76,4/16/2020
CCC2003,Clermont  2003,269.3,4/17/2020
CCC2003,Clermont  2003,70.42,4/18/2020
CCC2003,Clermont  2003,117.73,4/19/2020
CCC2003,Clermont  2003,426.43,4/20/2020
CCC2003,Clermont  2003,372.96,4/21/2020
CCC2003,Clermont  2003,429.5,4/22/2020
CCC2003,Clermont  2003,481.86,4/23/2020
CCC2003,Clermont  2003,424.24,4/24/2020
CCC2003,Clermont  2003,116.72,4/25/2020
CCC2003,Clermont  2003,91.02,4/26/2020
CCC2003,Clermont  2003,251.96,4/27/2020
CCC2003,Clermont  2003,425.44,4/28/2020
CCC2003,Clermont  2003,444.38,4/29/2020
CCC2003,Clermont  2003,414.98,4/30/2020
CCC2003,Clermont  2003,311.06,5/1/2020
CCC2003,Clermont  2003,78.02,5/2/2020
CCC2003,Clermont  2003,83.73,5/3/2020
CCC2003,Clermont  2003,404.64,5/4/2020
CCC2003,Clermont  2003,496.79,5/5/2020
CCC2003,Clermont  2003,453.17,5/6/2020
CCC2003,Clermont  2003,440.42,5/7/2020
CCC2003,Clermont  2003,401.02,5/8/2020
CCC2003,Clermont  2003,263.5,5/9/2020
CCC2003,Clermont  2003,143.09,5/10/2020
CCC2003,Clermont  2003,439.99,5/11/2020
CCC2003,Clermont  2003,404.69,5/12/2020
CCC2003,Clermont  2003,505.24,5/13/2020
CCC2003,Clermont  2003,498.48,5/14/2020
CCC2003,Clermont  2003,395.62,5/15/2020
CCC2003,Clermont  2003,241.01,5/16/2020
CCC2003,Clermont  2003,108.13,5/17/2020
CCC2003,Clermont  2003,432.38,5/18/2020
CCC2003,Clermont  2003,373.82,5/19/2020
CCC2003,Clermont  2003,291.46,5/20/2020
CCC2003,Clermont  2003,441.21,5/21/2020
CCC2003,Clermont  2003,341.27,5/22/2020
CCC2003,Clermont  2003,101.01,5/23/2020
CCC2003,Clermont  2003,89.37,5/24/2020
CCC2003,Clermont  2003,137.53,5/25/2020
CCC2003,Clermont  2003,343.12,5/26/2020
CCC2003,Clermont  2003,434.79,5/27/2020
CCC2003,Clermont  2003,446.13,5/28/2020
CCC2003,Clermont  2003,401.44,5/29/2020
CCC2003,Clermont  2003,92.54,5/30/2020
CCC2003,Clermont  2003,148.11,5/31/2020
CCC2003,Clermont  2003,507.21,6/1/2020
CCC2003,Clermont  2003,391.03,6/2/2020
CCC2003,Clermont  2003,483.84,6/3/2020
CCC2003,Clermont  2003,435.14,6/4/2020
CCC2003,Clermont  2003,393.09,6/5/2020
CCC2003,Clermont  2003,75.24,6/6/2020
CCC2003,Clermont  2003,79.56,6/7/2020
CCC2003,Clermont  2003,342.68,6/8/2020
CCC2003,Clermont  2003,379.63,6/9/2020
CCC2003,Clermont  2003,358.14,6/10/2020
CCC2003,Clermont  2003,395.73,6/11/2020
CCC2003,Clermont  2003,396.33,6/12/2020
CCC2003,Clermont  2003,109.51,6/13/2020
CCC2003,Clermont  2003,98.83,6/14/2020
CCC2003,Clermont  2003,360.5,6/15/2020
CCC2003,Clermont  2003,378.77,6/16/2020
CCC2003,Clermont  2003,343.22,6/17/2020
CCC2003,Clermont  2003,403.07,6/18/2020
CCC2003,Clermont  2003,388,6/19/2020
CCC2003,Clermont  2003,95,6/20/2020
CCC2003,Clermont  2003,108.76,6/21/2020
CCC2003,Clermont  2003,371.21,6/22/2020
CCC2003,Clermont  2003,459.93,6/23/2020
CCC2003,Clermont  2003,472.8,6/24/2020
CCC2003,Clermont  2003,489.78,6/25/2020
CCC2003,Clermont  2003,404.26,6/26/2020
CCC2003,Clermont  2003,109.97,6/27/2020
CCC2003,Clermont  2003,209.57,6/28/2020
CCC2003,Clermont  2003,522.51,6/29/2020
CCC2003,Clermont  2003,456.32,6/30/2020
CCC2003,Clermont  2003,402.94,7/1/2020
CCC2003,Clermont  2003,416.04,7/2/2020
CCC2003,Clermont  2003,130.21,7/3/2020
CCC2003,Clermont  2003,89.13,7/4/2020
CCC2003,Clermont  2003,92.75,7/5/2020
CCC2003,Clermont  2003,337.88,7/6/2020
CCC2003,Clermont  2003,328.01,7/7/2020
CCC2003,Clermont  2003,485.62,7/8/2020
CCC2003,Clermont  2003,444.08,7/9/2020
CCC2003,Clermont  2003,454.87,7/10/2020
CCC2003,Clermont  2003,142.48,7/11/2020
CCC2003,Clermont  2003,221.44,7/12/2020
CCC2003,Clermont  2003,462.96,7/13/2020
CCC2003,Clermont  2003,548.01,7/14/2020
CCC2003,Clermont  2003,447.79,7/15/2020
CCC2003,Clermont  2003,507.02,7/16/2020
CCC2003,Clermont  2003,398.73,7/17/2020
CCC2003,Clermont  2003,222.91,7/18/2020
CCC2003,Clermont  2003,106.36,7/19/2020
CCC2003,Clermont  2003,416.51,7/20/2020
CCC2003,Clermont  2003,489.26,7/21/2020
CCC2003,Clermont  2003,459.29,7/22/2020
CCC2003,Clermont  2003,470.79,7/23/2020
CCC2003,Clermont  2003,394.79,7/24/2020
CCC2003,Clermont  2003,164.06,7/25/2020
CCC2003,Clermont  2003,93.17,7/26/2020
CCC2003,Clermont  2003,360.27,7/27/2020
CCC2003,Clermont  2003,404.32,7/28/2020
CCC2003,Clermont  2003,409.55,7/29/2020
CCC2003,Clermont  2003,441.69,7/30/2020
CCC2003,Clermont  2003,417.04,7/31/2020
CCC2003,Clermont  2003,158.64,8/1/2020
CCC2003,Clermont  2003,160.28,8/2/2020
CCC2003,Clermont  2003,426.62,8/3/2020
CCC2003,Clermont  2003,439.61,8/4/2020
CCC2003,Clermont  2003,470.86,8/5/2020
CCC2003,Clermont  2003,437.8,8/6/2020
CCC2003,Clermont  2003,438.38,8/7/2020
CCC2003,Clermont  2003,201.05,8/8/2020
CCC2003,Clermont  2003,382.59,8/9/2020
CCC2003,Clermont  2003,381.32,8/10/2020
CCC2003,Clermont  2003,428.61,8/11/2020
CCC2003,Clermont  2003,450.02,8/12/2020
CCC2003,Clermont  2003,396.9,8/13/2020
CCC2003,Clermont  2003,509.53,8/14/2020
CCC2003,Clermont  2003,106.96,8/15/2020
CCC2003,Clermont  2003,100.01,8/16/2020
CCC2003,Clermont  2003,367.93,8/17/2020
CCC2003,Clermont  2003,433.6,8/18/2020
CCC2003,Clermont  2003,361.29,8/19/2020
CCC2003,Clermont  2003,363.36,8/20/2020
CCC2003,Clermont  2003,463.85,8/21/2020
CCC2003,Clermont  2003,72.88,8/22/2020
CCC2003,Clermont  2003,120.61,8/23/2020
CCC2003,Clermont  2003,448.89,8/24/2020
CCC2003,Clermont  2003,443.31,8/25/2020
CCC2003,Clermont  2003,517.3,8/26/2020
CCC2003,Clermont  2003,483.33,8/27/2020
CCC2003,Clermont  2003,432.9,8/28/2020
CCC2003,Clermont  2003,363.78,8/29/2020
CCC2003,Clermont  2003,96.38,8/30/2020
CCC2003,Clermont  2003,358.3,8/31/2020
CCC2003,Clermont  2003,426.44,9/1/2020
CCC2003,Clermont  2003,450.67,9/2/2020
CCC2003,Clermont  2003,481.07,9/3/2020
CCC2003,Clermont  2003,387.94,9/4/2020
CCC2003,Clermont  2003,128.29,9/5/2020
CCC2003,Clermont  2003,101.18,9/6/2020
CCC2003,Clermont  2003,160.31,9/7/2020
CCC2003,Clermont  2003,349.12,9/8/2020
CCC2003,Clermont  2003,481.26,9/9/2020
CCC2003,Clermont  2003,431.51,9/10/2020
CCC2003,Clermont  2003,385.45,9/11/2020
CCC2003,Clermont  2003,78.08,9/12/2020
CCC2003,Clermont  2003,109.7,9/13/2020
CCC2003,Clermont  2003,444.7,9/14/2020
CCC2003,Clermont  2003,434.1,9/15/2020
CCC2003,Clermont  2003,451.03,9/16/2020
CCC2003,Clermont  2003,457.58,9/17/2020
CCC2003,Clermont  2003,386.71,9/18/2020
CCC2003,Clermont  2003,93.42,9/19/2020
CCC2003,Clermont  2003,77.77,9/20/2020
CCC2003,Clermont  2003,364.13,9/21/2020
CCC2003,Clermont  2003,389.31,9/22/2020
CCC2003,Clermont  2003,393.12,9/23/2020
CCC2003,Clermont  2003,446.53,9/24/2020
CCC2003,Clermont  2003,422.31,9/25/2020
CCC2003,Clermont  2003,199.94,9/26/2020
CCC2003,Clermont  2003,155.84,9/27/2020
CCC2003,Clermont  2003,341.61,9/28/2020
CCC2003,Clermont  2003,332.28,9/29/2020
CCC2003,Clermont  2003,411.42,9/30/2020
CCC2003,Clermont  2003,390.21,10/1/2020
CCC2003,Clermont  2003,376.78,10/2/2020
CCC2003,Clermont  2003,77.94,10/3/2020
CCC2003,Clermont  2003,143.36,10/4/2020
CCC2003,Clermont  2003,441.93,10/5/2020
CCC2003,Clermont  2003,457.97,10/6/2020
CCC2003,Clermont  2003,442.35,10/7/2020
CCC2003,Clermont  2003,464.12,10/8/2020
CCC2003,Clermont  2003,449.3,10/9/2020
CCC2003,Clermont  2003,187.37,10/10/2020
CCC2003,Clermont  2003,167.8,10/11/2020
CCC2003,Clermont  2003,463.54,10/12/2020
CCC2003,Clermont  2003,466.59,10/13/2020
CCC2003,Clermont  2003,362.79,10/14/2020
CCC2003,Clermont  2003,480.18,10/15/2020
CCC2003,Clermont  2003,398.29,10/16/2020
CCC2003,Clermont  2003,79.93,10/17/2020
CCC2003,Clermont  2003,83.19,10/18/2020
CCC2003,Clermont  2003,-174.03,10/19/2020
CCC2003,Clermont  2003,-293.77,10/20/2020
CCC2003,Clermont  2003,-557.2,10/21/2020
CCC2003,Clermont  2003,-668.47,10/22/2020
CCC2003,Clermont  2003,-887.14,10/23/2020
CCC2003,Clermont  2003,-823.84,10/24/2020
CCC2003,Clermont  2003,-670.04,10/25/2020
CCC2003,Clermont  2003,-383.66,10/26/2020
CCC2003,Clermont  2003,-1308.42,10/27/2020
CCC2003,Clermont  2003,-648.09,10/28/2020
CCC2003,Clermont  2003,-492.8,10/29/2020
CCC2003,Clermont  2003,-237.03,10/30/2020
CCC2003,Clermont  2003,-339.66,10/31/2020
CCC2003,Clermont  2003,-621.82,11/1/2020
CCC2003,Clermont  2003,83.47,11/2/2020
CCC2003,Clermont  2003,189.39,11/3/2020
CCC2003,Clermont  2003,25.51,11/4/2020
CCC2003,Clermont  2003,-129.9,11/5/2020
CCC2003,Clermont  2003,-370.96,11/6/2020
CCC2003,Clermont  2003,-538.27,11/7/2020
CCC2003,Clermont  2003,-715.11,11/8/2020
CCC2003,Clermont  2003,-1306.21,11/9/2020
CCC2003,Clermont  2003,-562.51,11/10/2020
CCC2003,Clermont  2003,-1432.82,11/11/2020
CCC2003,Clermont  2003,-810.31,11/12/2020
CCC2003,Clermont  2003,-1511.28,11/13/2020
CCC2003,Clermont  2003,-1284.43,11/14/2020
CCC2003,Clermont  2003,-1515.27,11/15/2020
CCC2003,Clermont  2003,-912.26,11/16/2020
CCC2003,Clermont  2003,111.02,11/17/2020
CCC2003,Clermont  2003,192.55,11/18/2020
CCC2003,Clermont  2003,-98.26,11/19/2020
CCC2003,Clermont  2003,-463.4,11/20/2020
,,,11/1/2019
,,,11/2/2019
,,,11/3/2019
,,,11/4/2019
,,,11/5/2019
,,,11/6/2019
,,,11/7/2019
,,,11/8/2019
,,,11/9/2019
,,,11/10/2019
,,,11/11/2019
,,,11/12/2019
,,,11/13/2019
,,,11/14/2019
,,,11/15/2019
,,,11/16/2019
,,,11/17/2019
,,,11/18/2019
,,,11/19/2019
,,,11/20/2019
,,,11/21/2019
,,,11/22/2019
,,,11/23/2019
,,,11/24/2019
,,,11/25/2019
,,,11/26/2019
,,,11/27/2019
,,,11/28/2019
,,,11/29/2019
,,,11/30/2019
,,,12/1/2019
,,,12/2/2019
,,,12/3/2019
,,,12/4/2019
,,,12/5/2019
,,,12/6/2019
,,,12/7/2019
,,,12/8/2019
,,,12/9/2019
,,,12/10/2019
,,,12/11/2019
,,,12/12/2019
,,,12/13/2019
,,,12/14/2019
,,,12/15/2019
,,,12/16/2019
,,,12/17/2019
,,,12/18/2019
,,,12/19/2019
,,,12/20/2019
,,,12/21/2019
,,,12/22/2019
,,,12/23/2019
CCC1186,Sacramento,211.59,12/24/2019
CCC1186,Sacramento,53.13,12/25/2019
CCC1186,Sacramento,256.74,12/26/2019
CCC1186,Sacramento,266.63,12/27/2019
CCC1186,Sacramento,88.17,12/28/2019
CCC1186,Sacramento,53.89,12/29/2019
CCC1186,Sacramento,286.04,12/30/2019
CCC1186,Sacramento,293.39,12/31/2019
CCC1186,Sacramento,51.15,1/1/2020
CCC1186,Sacramento,290.65,1/2/2020
CCC1186,Sacramento,283.6,1/3/2020
CCC1186,Sacramento,83.26,1/4/2020
CCC1186,Sacramento,59.66,1/5/2020
CCC1186,Sacramento,315.54,1/6/2020
CCC1186,Sacramento,338.79,1/7/2020
CCC1186,Sacramento,302.55,1/8/2020
CCC1186,Sacramento,358.99,1/9/2020
CCC1186,Sacramento,311.61,1/10/2020
CCC1186,Sacramento,78.11,1/11/2020
CCC1186,Sacramento,64.64,1/12/2020
CCC1186,Sacramento,277.84,1/13/2020
CCC1186,Sacramento,305.99,1/14/2020
CCC1186,Sacramento,315.71,1/15/2020
CCC1186,Sacramento,317.15,1/16/2020
CCC1186,Sacramento,263.36,1/17/2020
CCC1186,Sacramento,148.76,1/18/2020
CCC1186,Sacramento,108.48,1/19/2020
CCC1186,Sacramento,239.48,1/20/2020
CCC1186,Sacramento,250.49,1/21/2020
CCC1186,Sacramento,265.77,1/22/2020
CCC1186,Sacramento,312.72,1/23/2020
CCC1186,Sacramento,284.45,1/24/2020
CCC1186,Sacramento,78.98,1/25/2020
CCC1186,Sacramento,60.23,1/26/2020
CCC1186,Sacramento,261.85,1/27/2020
CCC1186,Sacramento,268.05,1/28/2020
CCC1186,Sacramento,260.73,1/29/2020
CCC1186,Sacramento,252.45,1/30/2020
CCC1186,Sacramento,177.37,1/31/2020
CCC1186,Sacramento,102.26,2/1/2020
CCC1186,Sacramento,43.77,2/2/2020
CCC1186,Sacramento,330.98,2/3/2020
CCC1186,Sacramento,321.65,2/4/2020
CCC1186,Sacramento,313.53,2/5/2020
CCC1186,Sacramento,309.67,2/6/2020
CCC1186,Sacramento,276.71,2/7/2020
CCC1186,Sacramento,113.41,2/8/2020
CCC1186,Sacramento,44.07,2/9/2020
CCC1186,Sacramento,264.36,2/10/2020
CCC1186,Sacramento,262.74,2/11/2020
CCC1186,Sacramento,290.52,2/12/2020
CCC1186,Sacramento,301.84,2/13/2020
CCC1186,Sacramento,218.31,2/14/2020
CCC1186,Sacramento,122.5,2/15/2020
CCC1186,Sacramento,51.35,2/16/2020
CCC1186,Sacramento,229.77,2/17/2020
CCC1186,Sacramento,251.92,2/18/2020
CCC1186,Sacramento,270.85,2/19/2020
CCC1186,Sacramento,298.88,2/20/2020
CCC1186,Sacramento,274.1,2/21/2020
CCC1186,Sacramento,99.98,2/22/2020
CCC1186,Sacramento,73.86,2/23/2020
CCC1186,Sacramento,280.92,2/24/2020
CCC1186,Sacramento,288,2/25/2020
CCC1186,Sacramento,273.95,2/26/2020
CCC1186,Sacramento,285.26,2/27/2020
CCC1186,Sacramento,208.72,2/28/2020
CCC1186,Sacramento,45.28,2/29/2020
CCC1186,Sacramento,54.2,3/1/2020
CCC1186,Sacramento,264.28,3/2/2020
CCC1186,Sacramento,313.02,3/3/2020
CCC1186,Sacramento,293.29,3/4/2020
CCC1186,Sacramento,316.37,3/5/2020
CCC1186,Sacramento,287.15,3/6/2020
CCC1186,Sacramento,71.19,3/7/2020
CCC1186,Sacramento,48.37,3/8/2020
CCC1186,Sacramento,293.89,3/9/2020
CCC1186,Sacramento,252.38,3/10/2020
CCC1186,Sacramento,268.95,3/11/2020
CCC1186,Sacramento,287.25,3/12/2020
CCC1186,Sacramento,222.26,3/13/2020
CCC1186,Sacramento,79.47,3/14/2020
CCC1186,Sacramento,67.08,3/15/2020
CCC1186,Sacramento,292.9,3/16/2020
CCC1186,Sacramento,299.68,3/17/2020
CCC1186,Sacramento,280.72,3/18/2020
CCC1186,Sacramento,312.21,3/19/2020
CCC1186,Sacramento,264.11,3/20/2020
CCC1186,Sacramento,63.79,3/21/2020
CCC1186,Sacramento,62.56,3/22/2020
CCC1186,Sacramento,255.38,3/23/2020
CCC1186,Sacramento,293.64,3/24/2020
CCC1186,Sacramento,304.27,3/25/2020
CCC1186,Sacramento,297.44,3/26/2020
CCC1186,Sacramento,301.35,3/27/2020
CCC1186,Sacramento,164.61,3/28/2020
CCC1186,Sacramento,62.81,3/29/2020
CCC1186,Sacramento,210.61,3/30/2020
CCC1186,Sacramento,293.21,3/31/2020
CCC1186,Sacramento,257.53,4/1/2020
CCC1186,Sacramento,263.4,4/2/2020
CCC1186,Sacramento,264.31,4/3/2020
CCC1186,Sacramento,48.39,4/4/2020
CCC1186,Sacramento,47.06,4/5/2020
CCC1186,Sacramento,288.62,4/6/2020
CCC1186,Sacramento,256.64,4/7/2020
CCC1186,Sacramento,270.01,4/8/2020
CCC1186,Sacramento,285.29,4/9/2020
CCC1186,Sacramento,141.93,4/10/2020
CCC1186,Sacramento,81.38,4/11/2020
CCC1186,Sacramento,59.46,4/12/2020
CCC1186,Sacramento,238.01,4/13/2020
CCC1186,Sacramento,259.73,4/14/2020
CCC1186,Sacramento,223.92,4/15/2020
CCC1186,Sacramento,171.88,4/16/2020
CCC1186,Sacramento,204.39,4/17/2020
CCC1186,Sacramento,84.17,4/18/2020
CCC1186,Sacramento,45.51,4/19/2020
CCC1186,Sacramento,242.76,4/20/2020
CCC1186,Sacramento,239.91,4/21/2020
CCC1186,Sacramento,213.64,4/22/2020
CCC1186,Sacramento,223.04,4/23/2020
CCC1186,Sacramento,209.49,4/24/2020
CCC1186,Sacramento,53.97,4/25/2020
CCC1186,Sacramento,48,4/26/2020
CCC1186,Sacramento,187.08,4/27/2020
CCC1186,Sacramento,245.52,4/28/2020
CCC1186,Sacramento,216.74,4/29/2020
CCC1186,Sacramento,248.16,4/30/2020
CCC1186,Sacramento,142.69,5/1/2020
CCC1186,Sacramento,46.28,5/2/2020
CCC1186,Sacramento,45.02,5/3/2020
CCC1186,Sacramento,256.74,5/4/2020
CCC1186,Sacramento,250.26,5/5/2020
CCC1186,Sacramento,252.93,5/6/2020
CCC1186,Sacramento,251.23,5/7/2020
CCC1186,Sacramento,239.48,5/8/2020
CCC1186,Sacramento,67.23,5/9/2020
CCC1186,Sacramento,45.24,5/10/2020
CCC1186,Sacramento,241.46,5/11/2020
CCC1186,Sacramento,239.34,5/12/2020
CCC1186,Sacramento,229.36,5/13/2020
CCC1186,Sacramento,242.06,5/14/2020
CCC1186,Sacramento,239.55,5/15/2020
CCC1186,Sacramento,49.96,5/16/2020
CCC1186,Sacramento,98.39,5/17/2020
CCC1186,Sacramento,222.12,5/18/2020
CCC1186,Sacramento,253.25,5/19/2020
CCC1186,Sacramento,239.68,5/20/2020
CCC1186,Sacramento,284.01,5/21/2020
CCC1186,Sacramento,221.33,5/22/2020
CCC1186,Sacramento,48.1,5/23/2020
CCC1186,Sacramento,47.27,5/24/2020
CCC1186,Sacramento,78.77,5/25/2020
CCC1186,Sacramento,302.95,5/26/2020
CCC1186,Sacramento,322.51,5/27/2020
CCC1186,Sacramento,336.4,5/28/2020
CCC1186,Sacramento,267.17,5/29/2020
CCC1186,Sacramento,46.15,5/30/2020
CCC1186,Sacramento,44.45,5/31/2020
CCC1186,Sacramento,274.98,6/1/2020
CCC1186,Sacramento,301.41,6/2/2020
CCC1186,Sacramento,309.36,6/3/2020
CCC1186,Sacramento,309.31,6/4/2020
CCC1186,Sacramento,267.1,6/5/2020
CCC1186,Sacramento,46.25,6/6/2020
CCC1186,Sacramento,52.64,6/7/2020
CCC1186,Sacramento,218.87,6/8/2020
CCC1186,Sacramento,240.89,6/9/2020
CCC1186,Sacramento,301.99,6/10/2020
CCC1186,Sacramento,313.16,6/11/2020
CCC1186,Sacramento,247.93,6/12/2020
CCC1186,Sacramento,50.39,6/13/2020
CCC1186,Sacramento,50.77,6/14/2020
CCC1186,Sacramento,270.43,6/15/2020
CCC1186,Sacramento,259.65,6/16/2020
CCC1186,Sacramento,284.01,6/17/2020
CCC1186,Sacramento,287.1,6/18/2020
CCC1186,Sacramento,289.82,6/19/2020
CCC1186,Sacramento,95.66,6/20/2020
CCC1186,Sacramento,58.12,6/21/2020
CCC1186,Sacramento,301.18,6/22/2020
CCC1186,Sacramento,342.52,6/23/2020
CCC1186,Sacramento,335.61,6/24/2020
CCC1186,Sacramento,346.01,6/25/2020
CCC1186,Sacramento,364,6/26/2020
CCC1186,Sacramento,57.07,6/27/2020
CCC1186,Sacramento,59.87,6/28/2020
CCC1186,Sacramento,310.57,6/29/2020
CCC1186,Sacramento,308.85,6/30/2020
CCC1186,Sacramento,296.72,7/1/2020
CCC1186,Sacramento,274.22,7/2/2020
CCC1186,Sacramento,93.73,7/3/2020
CCC1186,Sacramento,54.47,7/4/2020
CCC1186,Sacramento,58.03,7/5/2020
CCC1186,Sacramento,305.95,7/6/2020
CCC1186,Sacramento,304.11,7/7/2020
CCC1186,Sacramento,347.66,7/8/2020
CCC1186,Sacramento,354.39,7/9/2020
CCC1186,Sacramento,349.14,7/10/2020
CCC1186,Sacramento,119.99,7/11/2020
CCC1186,Sacramento,102.85,7/12/2020
CCC1186,Sacramento,337.18,7/13/2020
CCC1186,Sacramento,313.86,7/14/2020
CCC1186,Sacramento,295.13,7/15/2020
CCC1186,Sacramento,262.34,7/16/2020
CCC1186,Sacramento,284.49,7/17/2020
CCC1186,Sacramento,70.08,7/18/2020
CCC1186,Sacramento,69.71,7/19/2020
CCC1186,Sacramento,292.21,7/20/2020
CCC1186,Sacramento,271.92,7/21/2020
CCC1186,Sacramento,269.32,7/22/2020
CCC1186,Sacramento,8.95,7/23/2020
CCC1186,Sacramento,0,7/24/2020
CCC1186,Sacramento,0,7/25/2020
CCC1186,Sacramento,0,7/26/2020
CCC1186,Sacramento,0,7/27/2020
CCC1186,Sacramento,0,7/28/2020
CCC1186,Sacramento,0,7/29/2020
CCC1186,Sacramento,0,7/30/2020
CCC1186,Sacramento,0,7/31/2020
CCC1186,Sacramento,0,8/1/2020
CCC1186,Sacramento,0,8/2/2020
CCC1186,Sacramento,0,8/3/2020
CCC1186,Sacramento,0,8/4/2020
CCC1186,Sacramento,0,8/5/2020
CCC1186,Sacramento,0,8/6/2020
CCC1186,Sacramento,0,8/7/2020
CCC1186,Sacramento,0,8/8/2020
CCC1186,Sacramento,0,8/9/2020
CCC1186,Sacramento,0,8/10/2020
CCC1186,Sacramento,0,8/11/2020
CCC1186,Sacramento,0,8/12/2020
CCC1186,Sacramento,0,8/13/2020
CCC1186,Sacramento,0,8/14/2020
CCC1186,Sacramento,0,8/15/2020
CCC1186,Sacramento,0,8/16/2020
CCC1186,Sacramento,0,8/17/2020
CCC1186,Sacramento,0,8/18/2020
CCC1186,Sacramento,0,8/19/2020
CCC1186,Sacramento,0,8/20/2020
CCC1186,Sacramento,0,8/21/2020
