,PFL1,THDVL1,MDIL1,Date
2019-08-18 01:00:00,0.99,1.475,189.0,2019-08-18 01:00:00
2019-08-18 02:00:00,0.99,1.875,189.0,2019-08-18 02:00:00
2019-08-18 03:00:00,0.99,1.08,189.0,2019-08-18 03:00:00
2019-08-18 04:00:00,0.99,1.125,189.0,2019-08-18 04:00:00
2019-08-18 05:00:00,0.99,1.1,189.0,2019-08-18 05:00:00
2019-08-18 06:00:00,0.99,1.275,189.0,2019-08-18 06:00:00
2019-08-18 07:00:00,0.99,1.5750000000000002,189.0,2019-08-18 07:00:00
2019-08-18 08:00:00,0.9874999999999999,1.4,189.0,2019-08-18 08:00:00
2019-08-18 09:00:00,0.99,1.5,189.0,2019-08-18 09:00:00
2019-08-18 10:00:00,0.99,1.7000000000000002,189.0,2019-08-18 10:00:00
2019-08-18 11:00:00,0.99,1.775,189.0,2019-08-18 11:00:00
2019-08-18 12:00:00,0.99,1.7000000000000002,189.0,2019-08-18 12:00:00
2019-08-18 13:00:00,0.99,1.6749999999999998,189.0,2019-08-18 13:00:00
2019-08-18 14:00:00,0.99,1.65,189.0,2019-08-18 14:00:00
2019-08-18 15:00:00,0.99,1.625,189.0,2019-08-18 15:00:00
2019-08-18 16:00:00,0.99,1.275,189.0,2019-08-18 16:00:00
2019-08-18 17:00:00,0.99,1.825,189.0,2019-08-18 17:00:00
2019-08-18 18:00:00,0.99,1.8250000000000002,189.0,2019-08-18 18:00:00
2019-08-18 19:00:00,0.99,2.1,189.0,2019-08-18 19:00:00
2019-08-18 20:00:00,0.99,2.125,189.0,2019-08-18 20:00:00
2019-08-18 21:00:00,0.99,1.98,189.0,2019-08-18 21:00:00
2019-08-18 22:00:00,0.99,1.825,189.0,2019-08-18 22:00:00
2019-08-18 23:00:00,0.99,1.4749999999999999,189.0,2019-08-18 23:00:00
2019-08-19 00:00:00,0.99,1.15,189.0,2019-08-19 00:00:00
2019-08-19 01:00:00,0.99,1.0750000000000002,189.0,2019-08-19 01:00:00
2019-08-19 02:00:00,0.99,1.0750000000000002,189.0,2019-08-19 02:00:00
2019-08-19 03:00:00,0.99,1.075,189.0,2019-08-19 03:00:00
2019-08-19 04:00:00,0.99,1.5499999999999998,189.0,2019-08-19 04:00:00
2019-08-19 05:00:00,0.99,1.1500000000000001,189.0,2019-08-19 05:00:00
2019-08-19 06:00:00,0.99,1.1500000000000001,189.0,2019-08-19 06:00:00
2019-08-19 07:00:00,0.99,1.275,189.0,2019-08-19 07:00:00
2019-08-19 08:00:00,0.9875,1.375,189.0,2019-08-19 08:00:00
2019-08-19 09:00:00,0.99,1.4,189.0,2019-08-19 09:00:00
2019-08-19 10:00:00,0.9875,2.0999999999999996,189.0,2019-08-19 10:00:00
2019-08-19 11:00:00,0.99,1.775,189.0,2019-08-19 11:00:00
2019-08-19 12:00:00,0.9866666666666667,1.7333333333333334,189.0,2019-08-19 12:00:00
2019-08-19 13:00:00,0.99,1.8,189.0,2019-08-19 13:00:00
2019-08-19 14:00:00,0.99,1.55,189.0,2019-08-19 14:00:00
2019-08-19 15:00:00,0.99,1.825,189.0,2019-08-19 15:00:00
2019-08-19 16:00:00,0.99,1.525,189.0,2019-08-19 16:00:00
2019-08-19 17:00:00,0.99,1.875,189.0,2019-08-19 17:00:00
2019-08-19 18:00:00,0.99,2.225,189.0,2019-08-19 18:00:00
2019-08-19 19:00:00,0.99,2.325,189.0,2019-08-19 19:00:00
2019-08-19 20:00:00,0.99,2.2,189.0,2019-08-19 20:00:00
2019-08-19 21:00:00,0.99,1.9749999999999999,189.0,2019-08-19 21:00:00
2019-08-19 22:00:00,0.99,1.6,189.0,2019-08-19 22:00:00
2019-08-19 23:00:00,0.99,1.325,189.0,2019-08-19 23:00:00
2019-08-20 00:00:00,0.99,1.15,189.0,2019-08-20 00:00:00
2019-08-20 01:00:00,0.99,0.975,189.0,2019-08-20 01:00:00
2019-08-20 02:00:00,0.99,0.95,189.0,2019-08-20 02:00:00
2019-08-20 03:00:00,0.99,1.0,189.0,2019-08-20 03:00:00
2019-08-20 04:00:00,0.99,1.025,189.0,2019-08-20 04:00:00
2019-08-20 05:00:00,0.99,1.025,189.0,2019-08-20 05:00:00
2019-08-20 06:00:00,0.99,1.0750000000000002,189.0,2019-08-20 06:00:00
2019-08-20 07:00:00,0.99,1.3,189.0,2019-08-20 07:00:00
2019-08-20 08:00:00,0.9880000000000001,1.36,189.0,2019-08-20 08:00:00
2019-08-20 09:00:00,0.99,1.5,189.0,2019-08-20 09:00:00
2019-08-20 10:00:00,0.99,1.6500000000000001,189.0,2019-08-20 10:00:00
2019-08-20 11:00:00,0.99,1.675,189.0,2019-08-20 11:00:00
2019-08-20 12:00:00,0.99,1.7,189.0,2019-08-20 12:00:00
2019-08-20 13:00:00,0.99,1.85,189.0,2019-08-20 13:00:00
2019-08-20 14:00:00,0.99,1.9,189.0,2019-08-20 14:00:00
2019-08-20 15:00:00,0.99,1.8499999999999999,189.0,2019-08-20 15:00:00
2019-08-20 16:00:00,0.99,1.7249999999999999,189.0,2019-08-20 16:00:00
2019-08-20 17:00:00,0.99,1.9,189.0,2019-08-20 17:00:00
2019-08-20 18:00:00,0.99,2.2600000000000002,189.0,2019-08-20 18:00:00
2019-08-20 19:00:00,0.99,2.25,189.0,2019-08-20 19:00:00
2019-08-20 20:00:00,0.9899999999999999,2.1666666666666665,189.0,2019-08-20 20:00:00
2019-08-20 21:00:00,0.99,1.925,189.0,2019-08-20 21:00:00
2019-08-20 22:00:00,0.99,1.675,189.0,2019-08-20 22:00:00
2019-08-20 23:00:00,0.99,1.375,189.0,2019-08-20 23:00:00
2019-08-21 00:00:00,0.99,1.0750000000000002,189.0,2019-08-21 00:00:00
2019-08-21 01:00:00,0.99,0.7000000000000001,189.0,2019-08-21 01:00:00
2019-08-21 02:00:00,0.99,0.825,189.0,2019-08-21 02:00:00
2019-08-21 03:00:00,0.99,0.975,189.0,2019-08-21 03:00:00
2019-08-21 04:00:00,0.99,0.9,189.0,2019-08-21 04:00:00
2019-08-21 05:00:00,0.99,0.95,189.0,2019-08-21 05:00:00
2019-08-21 06:00:00,0.99,1.05,189.0,2019-08-21 06:00:00
2019-08-21 07:00:00,0.99,1.1,189.0,2019-08-21 07:00:00
2019-08-21 08:00:00,0.985,1.2999999999999998,189.0,2019-08-21 08:00:00
2019-08-21 09:00:00,0.99,1.45,189.0,2019-08-21 09:00:00
2019-08-21 10:00:00,0.99,1.45,189.0,2019-08-21 10:00:00
2019-08-21 11:00:00,0.99,1.375,189.0,2019-08-21 11:00:00
2019-08-21 12:00:00,0.99,1.7249999999999999,189.0,2019-08-21 12:00:00
2019-08-21 13:00:00,0.99,1.775,189.0,2019-08-21 13:00:00
2019-08-21 14:00:00,0.99,1.825,189.0,2019-08-21 14:00:00
2019-08-21 15:00:00,0.99,1.7000000000000002,189.0,2019-08-21 15:00:00
2019-08-21 16:00:00,0.99,2.125,189.0,2019-08-21 16:00:00
2019-08-21 17:00:00,0.9899999999999999,2.1666666666666665,189.0,2019-08-21 17:00:00
2019-08-21 18:00:00,0.9899999999999999,2.1666666666666665,189.0,2019-08-21 18:00:00
2019-08-21 19:00:00,0.9899999999999999,2.1666666666666665,189.0,2019-08-21 19:00:00
2019-08-21 20:00:00,0.9899999999999999,2.1666666666666665,189.0,2019-08-21 20:00:00
2019-08-21 21:00:00,0.99,1.7,189.0,2019-08-21 21:00:00
2019-08-21 22:00:00,0.99,1.625,189.0,2019-08-21 22:00:00
2019-08-21 23:00:00,0.9875,1.125,189.0,2019-08-21 23:00:00
2019-08-22 00:00:00,0.99,1.0750000000000002,189.0,2019-08-22 00:00:00
2019-08-22 01:00:00,0.99,0.9,189.0,2019-08-22 01:00:00
2019-08-22 02:00:00,0.99,0.9,189.0,2019-08-22 02:00:00
2019-08-22 03:00:00,0.99,0.8999999999999999,189.0,2019-08-22 03:00:00
2019-08-22 04:00:00,0.99,0.875,189.0,2019-08-22 04:00:00
2019-08-22 05:00:00,0.99,0.925,189.0,2019-08-22 05:00:00
2019-08-22 06:00:00,0.9875,1.025,189.0,2019-08-22 06:00:00
2019-08-22 07:00:00,0.99,1.2,189.0,2019-08-22 07:00:00
2019-08-22 08:00:00,0.99,1.325,189.0,2019-08-22 08:00:00
2019-08-22 09:00:00,0.99,1.45,189.0,2019-08-22 09:00:00
2019-08-22 10:00:00,0.99,1.5250000000000001,189.0,2019-08-22 10:00:00
2019-08-22 11:00:00,0.99,1.7,189.0,2019-08-22 11:00:00
2019-08-22 12:00:00,0.99,1.775,189.0,2019-08-22 12:00:00
2019-08-22 13:00:00,0.9899999999999999,2.3666666666666667,189.0,2019-08-22 13:00:00
2019-08-22 14:00:00,0.99,1.75,189.0,2019-08-22 14:00:00
2019-08-22 15:00:00,0.9899999999999999,1.6666666666666667,189.0,2019-08-22 15:00:00
2019-08-22 16:00:00,0.99,1.6500000000000001,189.0,2019-08-22 16:00:00
2019-08-22 17:00:00,0.99,2.0250000000000004,189.0,2019-08-22 17:00:00
2019-08-22 18:00:00,0.99,2.225,189.0,2019-08-22 18:00:00
2019-08-22 19:00:00,0.99,2.1750000000000003,189.0,2019-08-22 19:00:00
2019-08-22 20:00:00,0.99,2.375,189.0,2019-08-22 20:00:00
2019-08-22 21:00:00,0.99,1.9749999999999999,189.0,2019-08-22 21:00:00
2019-08-22 22:00:00,0.99,1.575,189.0,2019-08-22 22:00:00
2019-08-22 23:00:00,0.99,1.3250000000000002,189.0,2019-08-22 23:00:00
2019-08-23 00:00:00,0.99,1.0,189.0,2019-08-23 00:00:00
2019-08-23 01:00:00,0.99,1.0,189.0,2019-08-23 01:00:00
2019-08-23 02:00:00,0.99,1.0,189.0,2019-08-23 02:00:00
2019-08-23 03:00:00,0.99,1.0,189.0,2019-08-23 03:00:00
2019-08-23 04:00:00,0.99,1.0,189.0,2019-08-23 04:00:00
2019-08-23 05:00:00,0.99,1.0,189.0,2019-08-23 05:00:00
2019-08-23 06:00:00,0.99,1.0,189.0,2019-08-23 06:00:00
2019-08-23 07:00:00,0.99,1.0,189.0,2019-08-23 07:00:00
2019-08-23 08:00:00,0.99,1.0,189.0,2019-08-23 08:00:00
2019-08-23 09:00:00,0.99,1.0,189.0,2019-08-23 09:00:00
2019-08-23 10:00:00,0.99,1.0,189.0,2019-08-23 10:00:00
2019-08-23 11:00:00,0.99,1.0,189.0,2019-08-23 11:00:00
2019-08-23 12:00:00,0.99,1.0,189.0,2019-08-23 12:00:00
2019-08-23 13:00:00,0.99,1.0,189.0,2019-08-23 13:00:00
2019-08-23 14:00:00,0.99,1.0,189.0,2019-08-23 14:00:00
2019-08-23 15:00:00,0.99,1.0,189.0,2019-08-23 15:00:00
2019-08-23 16:00:00,0.99,1.0,189.0,2019-08-23 16:00:00
2019-08-23 17:00:00,0.99,1.0,189.0,2019-08-23 17:00:00
2019-08-23 18:00:00,0.99,1.0,189.0,2019-08-23 18:00:00
2019-08-23 19:00:00,0.99,1.0,189.0,2019-08-23 19:00:00
2019-08-23 20:00:00,0.99,1.0,189.0,2019-08-23 20:00:00
2019-08-23 21:00:00,0.99,1.0,189.0,2019-08-23 21:00:00
2019-08-23 22:00:00,0.99,1.0,189.0,2019-08-23 22:00:00
2019-08-23 23:00:00,0.99,1.0,189.0,2019-08-23 23:00:00
2019-08-24 00:00:00,0.99,1.0,189.0,2019-08-24 00:00:00
2019-08-24 01:00:00,0.99,1.0,189.0,2019-08-24 01:00:00
2019-08-24 02:00:00,0.99,1.0,189.0,2019-08-24 02:00:00
2019-08-24 03:00:00,0.99,1.0,189.0,2019-08-24 03:00:00
2019-08-24 04:00:00,0.99,1.0,189.0,2019-08-24 04:00:00
2019-08-24 05:00:00,0.99,1.0,189.0,2019-08-24 05:00:00
2019-08-24 06:00:00,0.99,1.0,189.0,2019-08-24 06:00:00
2019-08-24 07:00:00,0.99,1.0,189.0,2019-08-24 07:00:00
2019-08-24 08:00:00,0.99,1.0,189.0,2019-08-24 08:00:00
2019-08-24 09:00:00,0.99,1.0,189.0,2019-08-24 09:00:00
2019-08-24 10:00:00,0.99,1.0,189.0,2019-08-24 10:00:00
2019-08-24 11:00:00,0.99,1.0,189.0,2019-08-24 11:00:00
2019-08-24 12:00:00,0.99,1.0,189.0,2019-08-24 12:00:00
2019-08-24 13:00:00,0.99,1.0,189.0,2019-08-24 13:00:00
2019-08-24 14:00:00,0.99,1.0,189.0,2019-08-24 14:00:00
2019-08-24 15:00:00,0.99,1.0,189.0,2019-08-24 15:00:00
2019-08-24 16:00:00,0.99,1.0,189.0,2019-08-24 16:00:00
2019-08-24 17:00:00,0.99,1.0,189.0,2019-08-24 17:00:00
2019-08-24 18:00:00,0.99,1.0,189.0,2019-08-24 18:00:00
2019-08-24 19:00:00,0.99,1.0,189.0,2019-08-24 19:00:00
2019-08-24 20:00:00,0.99,1.0,189.0,2019-08-24 20:00:00
2019-08-24 21:00:00,0.99,1.0,189.0,2019-08-24 21:00:00
2019-08-24 22:00:00,0.99,1.0,189.0,2019-08-24 22:00:00
2019-08-24 23:00:00,0.99,1.0,189.0,2019-08-24 23:00:00
2019-08-25 00:00:00,0.99,1.0,189.0,2019-08-25 00:00:00
2019-08-25 01:00:00,0.99,1.0,189.0,2019-08-25 01:00:00
2019-08-25 02:00:00,0.99,1.0,189.0,2019-08-25 02:00:00
2019-08-25 03:00:00,0.99,1.0,189.0,2019-08-25 03:00:00
2019-08-25 04:00:00,0.99,1.0,189.0,2019-08-25 04:00:00
2019-08-25 05:00:00,0.99,1.0,189.0,2019-08-25 05:00:00
2019-08-25 06:00:00,0.99,1.0,189.0,2019-08-25 06:00:00
2019-08-25 07:00:00,0.99,1.0,189.0,2019-08-25 07:00:00
2019-08-25 08:00:00,0.99,1.0,189.0,2019-08-25 08:00:00
2019-08-25 09:00:00,0.99,1.0,189.0,2019-08-25 09:00:00
2019-08-25 10:00:00,0.99,1.0,189.0,2019-08-25 10:00:00
2019-08-25 11:00:00,0.99,1.0,189.0,2019-08-25 11:00:00
2019-08-25 12:00:00,0.99,1.0,189.0,2019-08-25 12:00:00
2019-08-25 13:00:00,0.99,1.0,189.0,2019-08-25 13:00:00
2019-08-25 14:00:00,0.99,1.0,189.0,2019-08-25 14:00:00
2019-08-25 15:00:00,0.99,1.0,189.0,2019-08-25 15:00:00
2019-08-25 16:00:00,0.99,1.0,189.0,2019-08-25 16:00:00
2019-08-25 17:00:00,0.99,1.0,189.0,2019-08-25 17:00:00
2019-08-25 18:00:00,0.99,1.0,189.0,2019-08-25 18:00:00
2019-08-25 19:00:00,0.99,1.0,189.0,2019-08-25 19:00:00
2019-08-25 20:00:00,0.99,1.0,189.0,2019-08-25 20:00:00
2019-08-25 21:00:00,0.99,1.0,189.0,2019-08-25 21:00:00
2019-08-25 22:00:00,0.99,1.0,189.0,2019-08-25 22:00:00
2019-08-25 23:00:00,0.99,1.0,189.0,2019-08-25 23:00:00
2019-08-26 00:00:00,0.99,1.0,189.0,2019-08-26 00:00:00
2019-08-26 01:00:00,0.99,1.0,189.0,2019-08-26 01:00:00
2019-08-26 02:00:00,0.99,1.0,189.0,2019-08-26 02:00:00
2019-08-26 03:00:00,0.99,1.0,189.0,2019-08-26 03:00:00
2019-08-26 04:00:00,0.99,1.0,189.0,2019-08-26 04:00:00
2019-08-26 05:00:00,0.99,1.0,189.0,2019-08-26 05:00:00
2019-08-26 06:00:00,0.99,1.0,189.0,2019-08-26 06:00:00
2019-08-26 07:00:00,0.99,1.0,189.0,2019-08-26 07:00:00
2019-08-26 08:00:00,0.99,1.0,189.0,2019-08-26 08:00:00
2019-08-26 09:00:00,0.99,1.0,189.0,2019-08-26 09:00:00
2019-08-26 10:00:00,0.99,1.0,189.0,2019-08-26 10:00:00
2019-08-26 11:00:00,0.99,1.0,189.0,2019-08-26 11:00:00
2019-08-26 12:00:00,0.99,1.0,189.0,2019-08-26 12:00:00
2019-08-26 13:00:00,0.99,1.0,189.0,2019-08-26 13:00:00
2019-08-26 14:00:00,0.99,1.0,189.0,2019-08-26 14:00:00
2019-08-26 15:00:00,0.99,1.75,189.0,2019-08-26 15:00:00
2019-08-26 16:00:00,0.99,1.775,189.0,2019-08-26 16:00:00
2019-08-26 17:00:00,0.99,2.975,189.0,2019-08-26 17:00:00
2019-08-26 18:00:00,0.99,2.1500000000000004,189.0,2019-08-26 18:00:00
2019-08-26 19:00:00,0.99,2.2750000000000004,193.425,2019-08-26 19:00:00
2019-08-26 20:00:00,0.99,2.125,195.0,2019-08-26 20:00:00
2019-08-26 21:00:00,0.99,2.0500000000000003,195.0,2019-08-26 21:00:00
2019-08-26 22:00:00,0.99,1.7,195.0,2019-08-26 22:00:00
2019-08-26 23:00:00,0.99,1.45,195.0,2019-08-26 23:00:00
2019-08-27 00:00:00,0.99,1.05,195.0,2019-08-27 00:00:00
2019-08-27 01:00:00,0.99,0.975,195.0,2019-08-27 01:00:00
2019-08-27 02:00:00,0.99,0.9249999999999999,195.0,2019-08-27 02:00:00
2019-08-27 03:00:00,0.9899999999999999,0.9666666666666667,195.0,2019-08-27 03:00:00
2019-08-27 04:00:00,0.9899999999999999,0.9666666666666667,195.0,2019-08-27 04:00:00
2019-08-27 05:00:00,0.9824999999999999,1.05,195.0,2019-08-27 05:00:00
2019-08-27 06:00:00,0.99,1.0,195.0,2019-08-27 06:00:00
2019-08-27 07:00:00,0.99,1.1800000000000002,195.0,2019-08-27 07:00:00
2019-08-27 08:00:00,0.985,1.375,195.0,2019-08-27 08:00:00
2019-08-27 09:00:00,0.9875,1.6,195.0,2019-08-27 09:00:00
2019-08-27 10:00:00,0.99,1.575,195.0,2019-08-27 10:00:00
2019-08-27 11:00:00,0.99,2.1999999999999997,195.0,2019-08-27 11:00:00
2019-08-27 12:00:00,0.99,1.775,195.0,2019-08-27 12:00:00
2019-08-27 13:00:00,0.99,2.125,195.0,2019-08-27 13:00:00
2019-08-27 14:00:00,0.99,2.0,195.0,2019-08-27 14:00:00
2019-08-27 15:00:00,0.99,1.7750000000000001,195.0,2019-08-27 15:00:00
2019-08-27 16:00:00,0.99,1.675,195.0,2019-08-27 16:00:00
2019-08-27 17:00:00,0.99,1.8,195.0,2019-08-27 17:00:00
2019-08-27 18:00:00,0.99,2.05,195.0,2019-08-27 18:00:00
2019-08-27 19:00:00,0.99,2.0749999999999997,197.075,2019-08-27 19:00:00
2019-08-27 20:00:00,0.99,2.1,197.2,2019-08-27 20:00:00
2019-08-27 21:00:00,0.99,1.7999999999999998,197.2,2019-08-27 21:00:00
2019-08-27 22:00:00,0.99,1.575,197.2,2019-08-27 22:00:00
2019-08-27 23:00:00,0.99,1.95,197.2,2019-08-27 23:00:00
2019-08-28 00:00:00,0.99,1.0250000000000001,197.2,2019-08-28 00:00:00
2019-08-28 01:00:00,0.99,0.975,197.2,2019-08-28 01:00:00
2019-08-28 02:00:00,0.99,0.9750000000000001,197.2,2019-08-28 02:00:00
2019-08-28 03:00:00,0.99,0.875,197.2,2019-08-28 03:00:00
2019-08-28 04:00:00,0.99,0.95,197.2,2019-08-28 04:00:00
2019-08-28 05:00:00,0.99,0.925,197.2,2019-08-28 05:00:00
2019-08-28 06:00:00,0.99,1.05,197.2,2019-08-28 06:00:00
2019-08-28 07:00:00,0.99,1.0999999999999999,197.2,2019-08-28 07:00:00
2019-08-28 08:00:00,0.9825,1.375,197.2,2019-08-28 08:00:00
2019-08-28 09:00:00,0.99,1.8400000000000003,197.2,2019-08-28 09:00:00
2019-08-28 10:00:00,0.99,1.475,197.2,2019-08-28 10:00:00
2019-08-28 11:00:00,0.99,1.625,197.2,2019-08-28 11:00:00
2019-08-28 12:00:00,0.99,1.75,197.2,2019-08-28 12:00:00
2019-08-28 13:00:00,0.99,1.75,197.2,2019-08-28 13:00:00
2019-08-28 14:00:00,0.99,1.8,197.2,2019-08-28 14:00:00
2019-08-28 15:00:00,0.99,2.3000000000000003,197.2,2019-08-28 15:00:00
2019-08-28 16:00:00,0.99,1.7600000000000002,197.2,2019-08-28 16:00:00
2019-08-28 17:00:00,0.99,1.9999999999999998,197.2,2019-08-28 17:00:00
2019-08-28 18:00:00,0.99,2.1500000000000004,197.2,2019-08-28 18:00:00
2019-08-28 19:00:00,0.99,2.225,197.2,2019-08-28 19:00:00
2019-08-28 20:00:00,0.99,2.375,197.2,2019-08-28 20:00:00
2019-08-28 21:00:00,0.99,1.85,197.2,2019-08-28 21:00:00
2019-08-28 22:00:00,0.99,1.6,197.2,2019-08-28 22:00:00
2019-08-28 23:00:00,0.99,1.35,197.2,2019-08-28 23:00:00
2019-08-29 00:00:00,0.99,1.175,197.2,2019-08-29 00:00:00
2019-08-29 01:00:00,0.99,1.075,197.2,2019-08-29 01:00:00
2019-08-29 02:00:00,0.99,0.975,197.2,2019-08-29 02:00:00
2019-08-29 03:00:00,0.99,0.975,197.2,2019-08-29 03:00:00
2019-08-29 04:00:00,0.99,1.375,197.2,2019-08-29 04:00:00
2019-08-29 05:00:00,0.99,1.0750000000000002,197.2,2019-08-29 05:00:00
2019-08-29 06:00:00,0.99,1.1,197.2,2019-08-29 06:00:00
2019-08-29 07:00:00,0.99,1.25,197.2,2019-08-29 07:00:00
2019-08-29 08:00:00,0.9875,1.2999999999999998,197.2,2019-08-29 08:00:00
2019-08-29 09:00:00,0.99,1.475,197.2,2019-08-29 09:00:00
2019-08-29 10:00:00,0.99,1.525,197.2,2019-08-29 10:00:00
2019-08-29 11:00:00,0.99,1.625,197.2,2019-08-29 11:00:00
2019-08-29 12:00:00,0.99,1.9249999999999998,197.2,2019-08-29 12:00:00
2019-08-29 13:00:00,0.99,1.85,197.2,2019-08-29 13:00:00
2019-08-29 14:00:00,0.99,1.8,197.2,2019-08-29 14:00:00
2019-08-29 15:00:00,0.99,1.75,197.2,2019-08-29 15:00:00
2019-08-29 16:00:00,0.99,1.7,197.2,2019-08-29 16:00:00
2019-08-29 17:00:00,0.99,1.8,197.2,2019-08-29 17:00:00
2019-08-29 18:00:00,0.99,2.1500000000000004,197.2,2019-08-29 18:00:00
2019-08-29 19:00:00,0.99,2.3499999999999996,197.2,2019-08-29 19:00:00
2019-08-29 20:00:00,0.99,2.0500000000000003,197.2,2019-08-29 20:00:00
2019-08-29 21:00:00,0.99,1.825,197.2,2019-08-29 21:00:00
2019-08-29 22:00:00,0.99,1.6749999999999998,197.2,2019-08-29 22:00:00
2019-08-29 23:00:00,0.99,1.2750000000000001,197.2,2019-08-29 23:00:00
2019-08-30 00:00:00,0.99,1.05,197.2,2019-08-30 00:00:00
2019-08-30 01:00:00,0.99,1.3,197.2,2019-08-30 01:00:00
2019-08-30 02:00:00,0.99,0.975,197.2,2019-08-30 02:00:00
2019-08-30 03:00:00,0.99,1.05,197.2,2019-08-30 03:00:00
2019-08-30 04:00:00,0.99,0.9,197.2,2019-08-30 04:00:00
2019-08-30 05:00:00,0.99,1.05,197.2,2019-08-30 05:00:00
2019-08-30 06:00:00,0.9874999999999999,0.9249999999999999,197.2,2019-08-30 06:00:00
2019-08-30 07:00:00,0.9849999999999999,1.2,197.2,2019-08-30 07:00:00
2019-08-30 08:00:00,0.985,1.2750000000000001,197.2,2019-08-30 08:00:00
2019-08-30 09:00:00,0.99,1.4249999999999998,197.2,2019-08-30 09:00:00
2019-08-30 10:00:00,0.99,1.4,197.2,2019-08-30 10:00:00
2019-08-30 11:00:00,0.99,1.475,197.2,2019-08-30 11:00:00
2019-08-30 12:00:00,0.99,1.675,197.2,2019-08-30 12:00:00
2019-08-30 13:00:00,0.99,1.7750000000000001,197.2,2019-08-30 13:00:00
2019-08-30 14:00:00,0.99,1.7,197.2,2019-08-30 14:00:00
2019-08-30 15:00:00,0.99,1.7249999999999999,197.2,2019-08-30 15:00:00
2019-08-30 16:00:00,0.99,1.675,197.2,2019-08-30 16:00:00
2019-08-30 17:00:00,0.99,1.825,197.2,2019-08-30 17:00:00
2019-08-30 18:00:00,0.99,2.1,197.2,2019-08-30 18:00:00
2019-08-30 19:00:00,0.99,2.025,197.2,2019-08-30 19:00:00
2019-08-30 20:00:00,0.99,2.0,197.2,2019-08-30 20:00:00
2019-08-30 21:00:00,0.99,1.7000000000000002,197.2,2019-08-30 21:00:00
2019-08-30 22:00:00,0.99,1.5,197.2,2019-08-30 22:00:00
2019-08-30 23:00:00,0.99,1.425,197.2,2019-08-30 23:00:00
2019-08-31 00:00:00,0.99,1.0750000000000002,197.2,2019-08-31 00:00:00
2019-08-31 01:00:00,0.99,0.975,197.2,2019-08-31 01:00:00
2019-08-31 02:00:00,0.99,1.65,197.2,2019-08-31 02:00:00
2019-08-31 03:00:00,0.99,1.65,197.2,2019-08-31 03:00:00
2019-08-31 04:00:00,0.99,0.95,197.2,2019-08-31 04:00:00
2019-08-31 05:00:00,0.99,0.975,197.2,2019-08-31 05:00:00
2019-08-31 06:00:00,0.99,1.1,197.2,2019-08-31 06:00:00
2019-08-31 07:00:00,0.99,1.2,197.2,2019-08-31 07:00:00
2019-08-31 08:00:00,0.99,1.425,197.2,2019-08-31 08:00:00
2019-08-31 09:00:00,0.99,1.4249999999999998,197.2,2019-08-31 09:00:00
2019-08-31 10:00:00,0.99,1.5499999999999998,197.2,2019-08-31 10:00:00
2019-08-31 11:00:00,0.99,2.15,197.2,2019-08-31 11:00:00
2019-08-31 12:00:00,0.99,1.85,197.2,2019-08-31 12:00:00
2019-08-31 13:00:00,0.9874999999999999,2.3,197.2,2019-08-31 13:00:00
2019-08-31 14:00:00,0.99,1.775,197.2,2019-08-31 14:00:00
2019-08-31 15:00:00,0.99,1.925,197.2,2019-08-31 15:00:00
2019-08-31 16:00:00,0.99,1.65,197.2,2019-08-31 16:00:00
2019-08-31 17:00:00,0.99,1.95,197.2,2019-08-31 17:00:00
2019-08-31 18:00:00,0.99,2.125,197.2,2019-08-31 18:00:00
2019-08-31 19:00:00,0.99,2.0,197.2,2019-08-31 19:00:00
2019-08-31 20:00:00,0.99,2.3,197.2,2019-08-31 20:00:00
2019-08-31 21:00:00,0.99,1.8,197.2,2019-08-31 21:00:00
2019-08-31 22:00:00,0.99,1.525,197.2,2019-08-31 22:00:00
2019-08-31 23:00:00,0.99,1.425,197.2,2019-08-31 23:00:00
2019-09-01 00:00:00,0.9899999999999999,1.1333333333333333,0.0,2019-09-01 00:00:00
2019-09-01 01:00:00,0.99,1.0250000000000001,77.8,2019-09-01 01:00:00
2019-09-01 02:00:00,0.99,0.975,81.275,2019-09-01 02:00:00
2019-09-01 03:00:00,0.99,0.975,82.8,2019-09-01 03:00:00
2019-09-01 04:00:00,0.9875,0.925,82.8,2019-09-01 04:00:00
2019-09-01 05:00:00,0.99,1.3,82.8,2019-09-01 05:00:00
2019-09-01 06:00:00,0.99,1.05,82.8,2019-09-01 06:00:00
2019-09-01 07:00:00,0.9874999999999999,1.125,82.8,2019-09-01 07:00:00
2019-09-01 08:00:00,0.9824999999999999,1.625,82.8,2019-09-01 08:00:00
2019-09-01 09:00:00,0.99,1.525,82.8,2019-09-01 09:00:00
2019-09-01 10:00:00,0.9879999999999999,1.2799999999999998,82.8,2019-09-01 10:00:00
2019-09-01 11:00:00,0.99,1.275,86.44999999999999,2019-09-01 11:00:00
2019-09-01 12:00:00,0.99,1.275,100.575,2019-09-01 12:00:00
2019-09-01 13:00:00,0.99,1.4,109.7,2019-09-01 13:00:00
2019-09-01 14:00:00,0.9824999999999999,1.275,112.0,2019-09-01 14:00:00
2019-09-01 15:00:00,0.99,1.2249999999999999,112.0,2019-09-01 15:00:00
2019-09-01 16:00:00,0.99,1.275,112.0,2019-09-01 16:00:00
2019-09-01 17:00:00,0.99,1.85,112.0,2019-09-01 17:00:00
2019-09-01 18:00:00,0.99,1.6250000000000002,132.425,2019-09-01 18:00:00
